"","GENEID","TXCHROM","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y"
"1","YAL024C","chrI",224.11926052391,-2.13918374907915,0.279424586420531,-4.07689159952693,2.30926492282842e-05,0.0102202968073752,224.11926052391,-2.13918374907915,0.279424586420531,-7.65567474388135,2.20216467994451e-14,7.1651484481142e-12
"2","YAR018C","chrI",282.455440360838,-2.53098101723338,0.214096191767569,-7.15090261341724,4.78171899211886e-13,1.47802934046394e-09,282.455440360838,-2.53098101723338,0.214096191767569,-11.8217003130122,6.38275673951817e-32,1.97291010818507e-28
"3","YAR027W","chrI",299.347006046105,-7.22212999760694,0.558412313395934,-11.1425372405698,7.05090784643902e-29,4.3588712306686e-25,299.347006046105,-7.22212999760694,0.558412313395934,-12.9333286970092,8.50080755968204e-38,5.25519923339544e-34
"4","YBL009W","chrII",332.596968063452,-2.17708302359197,0.335330804000216,-3.51021441976208,0.000225387782925316,0.0633339670020137,332.596968063452,-2.17708302359197,0.335330804000216,-6.49234426906562,9.07400825624386e-11,1.07875998154038e-08
"5","YBL097W","chrII",103.473329074525,-2.50989159852982,0.334743213817565,-4.51059658927906,3.28898983727286e-06,0.0022591705748912,103.473329074525,-2.50989159852982,0.334743213817565,-7.49796110847436,7.34432776648061e-14,2.06375610238105e-11
"6","YCL069W","chrIII",7.48523939932371,-5.71461568542254,1.29774137369453,-3.63293933674978,0.000141183979691145,0.0459368085500346,7.48523939932371,-5.71461568542254,1.29774137369453,-4.40350889727254,1.08217628233278e-05,0.000227551489026572
"7","YDR146C","chrIV",347.125971970055,-2.226501017578,0.301278928535879,-4.07098174286004,2.36849316769491e-05,0.0102202968073752,347.125971970055,-2.226501017578,0.301278928535879,-7.39016508189967,1.65018848110914e-13,4.08058607608669e-11
"8","YDR501W","chrIV",192.919637452832,-1.73966799316077,0.206992281878481,-3.57340856600152,0.000177456848767065,0.0548519119538997,192.919637452832,-1.73966799316077,0.206992281878481,-8.40450657083954,5.22469376951497e-17,3.22990568831416e-14
"9","YEL057C","chrV",112.872858601759,-2.62897834297055,0.460783997407438,-3.53523202224005,0.000205124337940777,0.0603846979595184,112.872858601759,-2.62897834297055,0.460783997407438,-5.7054462780007,1.21138870815912e-08,6.56912718757865e-07
"10","YHR184W","chrVIII",29.8161104584847,-2.91609149722445,0.514531085248906,-3.72395672906241,9.88908280626352e-05,0.0382089436927007,29.8161104584847,-2.91609149722445,0.514531085248906,-5.66747390162789,1.51121344853507e-08,7.91722164308795e-07
"11","YHR216W","chrVIII",78.6485563106947,-2.32767779126878,0.3643442267852,-3.64402038968361,0.000135251073230848,0.0459368085500346,78.6485563106947,-2.32767779126878,0.3643442267852,-6.38867757506987,1.78883926305614e-10,1.78364585874405e-08
"12","YIL123W","chrIX",1903.90511854488,-3.02190338333325,0.497976307662318,-4.06024012030773,2.47985202378888e-05,0.0102202968073752,1903.90511854488,-3.02190338333325,0.497976307662318,-6.06836778544579,1.36476587435731e-09,1.04663464685762e-07
"13","YKR102W","chrXI",152.435613303748,-9.0210474438064,1.23711859807353,-6.48365278502558,4.80457637017743e-11,9.90063037347895e-08,152.435613303748,-9.0210474438064,1.23711859807353,-7.29198272328471,3.41625737263769e-13,7.54260824201649e-11
"14","YKR103W","chrXI",93.6170313128932,-8.4396859693738,1.23524950430418,-6.02282044514123,9.0373993603045e-10,1.39673007113506e-06,93.6170313128932,-8.4396859693738,1.23524950430418,-6.83237349212934,9.10958193912105e-12,1.37354720847918e-09
"15","YKR104W","chrXI",54.2907103296723,-7.54679675430465,1.23469600779059,-5.30235516515497,5.90406591025082e-08,5.21413363673865e-05,54.2907103296723,-7.54679675430465,1.23469600779059,-6.1122711231643,1.03903134514582e-09,8.23498945601467e-08
"16","YKR105C","chrXI",43.9081259789772,-8.17805700352143,1.20893439590307,-5.93750746760697,1.52145729680132e-09,1.88112980176515e-06,43.9081259789772,-8.17805700352143,1.20893439590307,-6.76468221206695,1.45236774769015e-11,2.08803195726058e-09
"17","YLR045C","chrXII",739.879771775934,-2.25114162028387,0.286954736873522,-4.36006609932814,6.60125843874154e-06,0.00408089796683002,739.879771775934,-2.25114162028387,0.286954736873522,-7.84493626002097,5.02867560233741e-15,2.39132865951153e-12
"18","YLR084C","chrXII",477.299071915565,-2.14086953385907,0.236654303867808,-4.8208273215954,7.31044030888394e-07,0.000564914274869006,477.299071915565,-2.14086953385907,0.236654303867808,-9.04640016627347,1.9186939772645e-19,2.96534154186228e-16
"19","YMR032W","chrXIII",257.165780840403,-2.26544814205289,0.346798225455131,-3.64894641658602,0.00013268939566704,0.0459368085500346,257.165780840403,-2.26544814205289,0.346798225455131,-6.53246751502192,6.95837675178052e-11,8.60333701590143e-09
"20","YNL289W","chrXIV",1184.18999734305,-2.94135844484253,0.573588491733396,-3.38458402290413,0.000358536424921714,0.0963683556028712,1184.18999734305,-2.94135844484253,0.573588491733396,-5.12799417567407,3.01301360132569e-07,1.07268879361105e-05
"21","YNL300W","chrXIV",483.766894440601,-4.57610647765013,0.631122270563658,-5.66626570546511,7.60924924792194e-09,7.84006314177557e-06,483.766894440601,-4.57610647765013,0.631122270563658,-7.25074473059425,4.62471929286069e-13,9.85862574774648e-11
