"","GENEID","TXCHROM.x","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","TXCHROM.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y"
"1","YNL016W","chrXIV",720.924480100663,1.04190773703161,0.140833145505342,3.24431961944837,0.00117731558467079,0.0399217011892913,"chrXIV",720.924480100663,1.04190773703161,0.140833145505342,7.39817131324449,1.38072654516707e-13,3.75861821282094e-11
"2","YNL067W","chrXIV",956.241529479443,1.17156729689811,0.196230824244976,2.98917002033194,0.00279736423737888,0.0802628354263325,"chrXIV",956.241529479443,1.17156729689811,0.196230824244976,5.97035303401425,2.36740754294925e-09,2.14696697173693e-07
"3","YNL117W","chrXIV",3910.72209225039,2.07629024187499,0.232282681133559,6.42015252535128,1.36137873674678e-10,5.07794268806549e-08,"chrXIV",3910.72209225039,2.07629024187499,0.232282681133559,8.93863559582881,3.94004799528282e-19,2.42181616776717e-16
"4","YNL185C","chrXIV",307.053323524483,1.33300574711374,0.2182520856595,3.42725589473048,0.00060971420963627,0.0252692666882588,"chrXIV",307.053323524483,1.33300574711374,0.2182520856595,6.10764265132108,1.0111342736195e-09,1.09678329444374e-07
"5","YNL192W","chrXIV",712.052981597875,1.54671060166343,0.176775281670277,5.44030020813213,5.31908615341319e-08,6.6133971174104e-06,"chrXIV",712.052981597875,1.54671060166343,0.176775281670277,8.74958640738224,2.14136110899068e-18,1.18460096549364e-15
"6","YNL210W","chrXIV",64.9946885841432,1.89757247217099,0.323008050198534,4.06359058656348,4.83235559127477e-05,0.00300411439257582,"chrXIV",64.9946885841432,1.89757247217099,0.323008050198534,5.87469095895492,4.23632895138856e-09,3.34791025129736e-07
"7","YNL247W","chrXIV",430.705681912627,1.10926266110289,0.156954702132326,3.34021634255275,0.000837131493798096,0.031225004718669,"chrXIV",430.705681912627,1.10926266110289,0.156954702132326,7.06740636650497,1.57856186852002e-12,3.23429787283435e-10
"8","YNL273W","chrXIV",79.03223993827,1.36182031101687,0.242639164791809,3.20154543757765,0.00136692515089128,0.0424885901068705,"chrXIV",79.03223993827,1.36182031101687,0.242639164791809,5.61253296509385,1.99386210279844e-08,1.23933091603157e-06
"9","YNL289W","chrXIV",130.039699662174,2.38707182588822,0.300128328258208,6.00433766564632,1.9211451624294e-09,3.58293572793084e-07,"chrXIV",130.039699662174,2.38707182588822,0.300128328258208,7.95350388862514,1.81309086190457e-15,6.26876165503504e-13
"10","YNL301C","chrXIV",606.370506618935,1.10836399979763,0.144779935453078,3.61489316982909,0.000300471498153892,0.0140094836014252,"chrXIV",606.370506618935,1.10836399979763,0.144779935453078,7.65550831563149,1.92549088539434e-14,5.60621872526394e-12
"11","YNR017W","chrXIV",1385.46538502625,1.09185457304845,0.134831420135813,3.75917254700654,0.000170476240185104,0.00908394822700624,"chrXIV",1385.46538502625,1.09185457304845,0.134831420135813,8.09792385149287,5.59050427622899e-16,2.20904783257848e-13
"12","YNR073C","chrXIV",181.816730140389,1.62386018601314,0.21962429176581,4.73016977157015,2.24332157449794e-06,0.000209189736821933,"chrXIV",181.816730140389,1.62386018601314,0.21962429176581,7.39380955065159,1.42680734760014e-13,3.75861821282094e-11
"13","YNR074C","chrXIV",502.263441308105,1.25178655656773,0.161594864593749,4.1262855613886,3.68669444630261e-05,0.00275027405694175,"chrXIV",502.263441308105,1.25178655656773,0.161594864593749,7.74645010975278,9.44971166201835e-15,2.90421138412697e-12
