"","GENEID","TXCHROM","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","YGL001C","chrVII",1939.19062209179,0.847283211368405,0.333672352232814,0.786050176507884,0.431838091747508,1
"2","YGL002W","chrVII",694.115238565173,-0.0531131251757928,0.281031927011302,0,1,1
"3","YGL003C","chrVII",707.199686997814,0.497569416610427,0.369117747178882,0,1,1
"4","YGL004C","chrVII",733.954750350933,0.797256820920151,0.320477241916633,0.662314801671209,0.507769492680925,1
"5","YGL005C","chrVII",582.497560453771,0.163560682312369,0.326829248279785,0,1,1
"6","YGL006W","chrVII",4583.42785602247,0.559760552212066,0.293922053424048,0,1,1
"7","YGL007W","chrVII",130.734857051459,-0.892494584167961,0.346140725445824,-0.888351359904018,0.374351780665173,1
"8","YGL008C","chrVII",18986.8148117972,0.668312990214415,0.279946837362354,0.297602898462386,0.766006262112712,1
"9","YGL009C","chrVII",1121.7143408057,0.695704172389231,0.312706474667861,0.354019444294571,0.723324311250141,1
"10","YGL010W","chrVII",743.456507301806,-0.380957680996881,0.320690832755086,0,1,1
"11","YGL011C","chrVII",2814.53091342198,0.623861572232608,0.330310418653374,0.117651669575065,0.906343662806981,1
"12","YGL012W","chrVII",1519.69000228161,1.35392979809016,0.324510502904868,2.36950666066908,0.0178118342626163,0.325230899684067
"13","YGL013C","chrVII",804.625262801856,1.22492195570969,0.410147657426114,1.56022335888867,0.118707107420576,0.852621929555658
"14","YGL014W","chrVII",764.784375456389,0.593224573583545,0.351738756058946,0.0233826197479549,0.981345068648471,1
"15","YGL016W","chrVII",447.612769428895,0.561900886844418,0.36154316464916,0,1,1
"16","YGL017W","chrVII",407.772253037261,0.232955540402816,0.368731152090589,0,1,1
"17","YGL018C","chrVII",336.857733980036,1.19390053823217,0.329544871270701,1.84770145529587,0.0646455433392424,0.685642804967633
"18","YGL019W","chrVII",1357.36845015103,0.23468469127369,0.276421912217667,0,1,1
"19","YGL020C","chrVII",728.390343280129,0.473407996900328,0.276852214499594,0,1,1
"20","YGL021W","chrVII",1034.87083530758,-0.0993495156281671,0.305476644133428,0,1,1
"21","YGL022W","chrVII",1723.6600802581,0.778049794191138,0.373236870741564,0.517231306241471,0.604994700524645,1
"22","YGL023C","chrVII",794.093431957264,0.325291660455753,0.454471756495824,0,1,1
"23","YGL025C","chrVII",441.818532981086,-0.0380376115016158,0.364729249614852,0,1,1
"24","YGL026C","chrVII",3469.91094358799,0.897913602507961,0.547591794157845,0.57143588681638,0.567704208599598,1
"25","YGL027C","chrVII",1169.4419217998,0.671889880252884,0.32585098473743,0.266655263671829,0.789734601404207,1
"26","YGL028C","chrVII",664.226066593006,0.181785550602469,0.324510184739977,0,1,1
"27","YGL029W","chrVII",87.752211790088,-0.424626792622157,0.530939213613097,0,1,1
"28","YGL030W","chrVII",5283.55848867965,0.0768394585877801,0.280103977410544,0,1,1
"29","YGL031C","chrVII",3202.36386857481,0.117795992641616,0.322460361719677,0,1,1
"30","YGL035C","chrVII",172.995626962083,0.779174869553743,0.37318847019604,0.520313152900304,0.602845329985235,1
"31","YGL036W","chrVII",693.842337818048,0.541553008184849,0.320085763426026,0,1,1
"32","YGL037C","chrVII",7690.31582689303,0.665365210774377,0.493104414016292,0.162978080280827,0.870535693305726,1
"33","YGL038C","chrVII",1134.19981549876,-0.192891283510007,0.243665163779233,0,1,1
"34","YGL039W","chrVII",211.034899003353,1.21506023948464,0.359454513450557,1.75282328057707,0.0796323457266561,0.743267025926029
"35","YGL040C","chrVII",2261.51742889715,1.76901605848538,0.423024079284384,2.79893300752133,0.00512717736967584,0.133036760171062
"36","YGL041W-A","chrVII",285.814839007735,0.393109699576427,0.351676760226704,0,1,1
"37","YGL042C","chrVII",165.620197504505,1.10521839459226,0.341827635784994,1.52187342429935,0.128040799300785,0.852621929555658
"38","YGL043W","chrVII",592.665360313547,0.947731887718087,0.300098620855433,1.2087089460262,0.226774683535717,1
"39","YGL044C","chrVII",428.182557603645,0.629946306494296,0.34700406637222,0.129526742911661,0.896940865404068,1
"40","YGL045W","chrVII",766.041616088953,0.54754656562133,0.327423804905836,0,1,1
"41","YGL047W","chrVII",522.179305113544,-0.127248064466677,0.275119448936277,0,1,1
"42","YGL048C","chrVII",3289.94547798312,0.56249899058666,0.278970214833881,0,1,1
"43","YGL049C","chrVII",780.376945489593,1.13662594588572,0.364558224128874,1.51313537694522,0.130245275080497,0.852621929555658
"44","YGL050W","chrVII",219.301908182766,0.495308366454039,0.289455994366728,0,1,1
"45","YGL054C","chrVII",1706.51855184726,0.416211611669343,0.340162765350543,0,1,1
"46","YGL055W","chrVII",13329.4333581818,0.146636231317154,0.283833156121129,0,1,1
"47","YGL056C","chrVII",3570.02693047711,1.37863364047023,0.41436604108464,1.91529604692706,0.0554547594544432,0.635795265373035
"48","YGL057C","chrVII",243.645186908281,0.859344019301122,0.353153211038504,0.77684135589301,0.437252373959134,1
"49","YGL058W","chrVII",353.069991769854,0.815662844896015,0.401508718589879,0.574490251933048,0.565636095180311,1
"50","YGL059W","chrVII",1864.28859234974,0.239670822449767,0.408796770390882,0,1,1
"51","YGL060W","chrVII",349.131143274268,0.586142968448428,0.41037810729914,0.00278515941298807,0.997777767178021,1
"52","YGL061C","chrVII",281.398410593979,0.114697170493474,0.266677104106023,0,1,1
"53","YGL062W","chrVII",16954.4874314513,0.38532066338474,0.273981368606057,0,1,1
"54","YGL063W","chrVII",58.6091065928094,1.70375449111047,0.644033147284421,1.73710700423996,0.0823682852709253,0.743267025926029
"55","YGL065C","chrVII",653.088502256946,0.462864280220585,0.329079047365549,0,1,1
"56","YGL066W","chrVII",858.859370059157,0.587890862938203,0.35785466781294,0.00807831557953662,0.993554506826473,1
"57","YGL067W","chrVII",225.443705586019,0.968485695283154,0.339474534269203,1.12964495586891,0.258625859829024,1
