"","GENEID","TXCHROM.x","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","TXCHROM.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y"
"1","YHL008C","chrVIII",44.0001747609464,-1.76269898017318,0.469263599041617,-2.50967469579658,0.0120842426387828,0.0529692635666647,"chrVIII",44.0001747609464,-1.76269898017318,0.469263599041617,-3.7563087863051,0.000172437911148813,0.000631321326588508
"2","YHL011C","chrVIII",1633.30370036835,1.06502228836632,0.168734975649625,2.84482980791771,0.00444351580690917,0.0224739357157137,"chrVIII",1633.30370036835,1.06502228836632,0.168734975649625,6.31180515044978,2.75799338514578e-10,3.1137182462503e-09
"3","YHL013C","chrVIII",174.036465292263,1.31180072114208,0.304732340748298,2.38504623223567,0.017076975111565,0.0690960685283324,"chrVIII",174.036465292263,1.31180072114208,0.304732340748298,4.3047637081146,1.67164061531766e-05,7.87022628420193e-05
"4","YHL019C","chrVIII",199.387925113502,1.35395115510587,0.209973203443936,3.66213946586374,0.000250117621291784,0.00149502123635771,"chrVIII",199.387925113502,1.35395115510587,0.209973203443936,6.44820926146124,1.13179425301495e-10,1.37304513326288e-09
"5","YHL021C","chrVIII",2303.28477708777,1.63703422752144,0.205076901126049,5.12994989559945,2.89819309704515e-07,3.46465811146761e-06,"chrVIII",2303.28477708777,1.63703422752144,0.205076901126049,7.98253834796949,1.43354249727782e-15,3.29060460370992e-14
"6","YHL028W","chrVIII",125.390747082625,-1.12734924706294,0.222051072402918,-2.4424527258253,0.0145878400436503,0.060898443356826,"chrVIII",125.390747082625,-1.12734924706294,0.222051072402918,-5.07698177209129,3.83477645164488e-07,2.51053057165674e-06
"7","YHL030W","chrVIII",314.929597401202,1.17243838826175,0.262997397743525,2.23362813967696,0.0255075508057623,0.0972244327813837,"chrVIII",314.929597401202,1.17243838826175,0.262997397743525,4.45798474935905,8.27337866113668e-06,4.13071577196824e-05
"8","YHL034C","chrVIII",1997.15770244347,1.1519660773005,0.20053251309049,2.82730250851969,0.00469419602192327,0.0230222323807662,"chrVIII",1997.15770244347,1.1519660773005,0.20053251309049,5.744535185577,9.21738285512101e-09,8.04267538714975e-08
"9","YHL036W","chrVIII",2146.42501566887,2.51006862492734,0.189813767013593,10.1418809352721,3.60098160426056e-24,4.73529080960264e-22,"chrVIII",2146.42501566887,2.51006862492734,0.189813767013593,13.2238491676296,6.39079080918144e-40,1.20149269613765e-37
"10","YHL038C","chrVIII",321.38265744049,1.13948028156942,0.196271198873103,2.82507206738934,0.00472699828350333,0.0230222323807662,"chrVIII",321.38265744049,1.13948028156942,0.196271198873103,5.80564182677734,6.4119901529776e-09,5.76766333760521e-08
"11","YHR001W-A","chrVIII",7827.16132902303,-2.06738331301598,0.305057343592394,-4.8593595406006,1.17766097040888e-06,1.10616012577691e-05,"chrVIII",7827.16132902303,-2.06738331301598,0.305057343592394,-6.77703178251737,1.22669910071805e-11,1.67972758048818e-10
"12","YHR013C","chrVIII",161.485671844232,1.69776079098652,0.320411124812452,3.47291559129807,0.000514837245188464,0.00294352598879491,"chrVIII",161.485671844232,1.69776079098652,0.320411124812452,5.29869489388135,1.16633339564626e-07,8.35771547242893e-07
"13","YHR019C","chrVIII",2150.71822419952,1.76191421100658,0.316334876209865,3.72046934915194,0.000198852875998647,0.00121623968343359,"chrVIII",2150.71822419952,1.76191421100658,0.316334876209865,5.5697753978846,2.55067925281352e-08,2.05092407362855e-07
"14","YHR020W","chrVIII",1260.9865099435,2.02798993048419,0.205884665083461,7.00872952290661,2.40491851807584e-12,6.32493570253946e-11,"chrVIII",1260.9865099435,2.02798993048419,0.205884665083461,9.85012618429883,6.845797412481e-23,3.35141161821636e-21
"15","YHR023W","chrVIII",147.873491820841,1.23571880131702,0.242864030704855,2.67935436725014,0.00737642827439262,0.034642868502951,"chrVIII",147.873491820841,1.23571880131702,0.242864030704855,5.08810958020686,3.61650393630864e-07,2.38172616376898e-06
"16","YHR025W","chrVIII",858.285819626288,1.91407516733026,0.28296017725093,4.69703963378434,2.63959247503999e-06,2.39383731357075e-05,"chrVIII",858.285819626288,1.91407516733026,0.28296017725093,6.76446836415731,1.33799590843102e-11,1.82760330010874e-10
"17","YHR026W","chrVIII",1675.90884209374,1.70585405539323,0.25597310254211,4.37879622609503,1.19336649986523e-05,9.51076937771379e-05,"chrVIII",1675.90884209374,1.70585405539323,0.25597310254211,6.66419259856648,2.66124287182242e-11,3.48862454192455e-10
"18","YHR027C","chrVIII",2367.20551033772,1.83288026846427,0.211386607117063,5.90330809261352,3.5628401692456e-09,7.02244076645647e-08,"chrVIII",2367.20551033772,1.83288026846427,0.211386607117063,8.67074926581914,4.29286079533643e-18,1.26319712339368e-16
"19","YHR029C","chrVIII",1581.33449299823,2.33592240336355,0.244208574281684,7.16978266841661,7.51169184003962e-13,2.19508328214491e-11,"chrVIII",1581.33449299823,2.33592240336355,0.244208574281684,9.56527595410783,1.11902545219819e-21,4.68973394057604e-20
"20","YHR030C","chrVIII",1809.91429571755,1.0795751022056,0.179578814888803,2.75408378494896,0.00588566986479214,0.0281442031716424,"chrVIII",1809.91429571755,1.0795751022056,0.179578814888803,6.01170635230045,1.83580636866172e-09,1.82001448592055e-08
"21","YHR033W","chrVIII",531.037196840215,-2.6374292463099,0.416053271290761,-4.93309243776034,8.0937826515942e-07,7.88394384210842e-06,"chrVIII",531.037196840215,-2.6374292463099,0.416053271290761,-6.33916238208525,2.31017657309103e-10,2.64047454593792e-09
"22","YHR046C","chrVIII",778.336484561796,1.52607785067208,0.388378413657783,2.423095150446,0.015388895383747,0.0632387419675852,"chrVIII",778.336484561796,1.52607785067208,0.388378413657783,3.92935806163722,8.51729337307592e-05,0.0003332225384714
"23","YHR047C","chrVIII",553.097984265235,2.12077448962423,0.260504711273942,5.89538086322454,3.7381813965928e-09,7.02244076645647e-08,"chrVIII",553.097984265235,2.12077448962423,0.260504711273942,8.14102163163592,3.91956349960107e-16,9.67992199990764e-15
"24","YHR048W","chrVIII",661.693424626747,2.32842942411076,0.20738261272147,8.40682543840991,4.21257331871766e-17,2.21581356564549e-15,"chrVIII",661.693424626747,2.32842942411076,0.20738261272147,11.227698376228,2.98143869753242e-29,2.35618841067848e-27
"25","YHR050W-A","chrVIII",148.230583309198,-2.09102456512333,0.402932911934816,-3.73765587400556,0.000185743936342072,0.0011760900862352,"chrVIII",148.230583309198,-2.09102456512333,0.402932911934816,-5.18951046982631,2.10847649308943e-07,1.44001135305812e-06
"26","YHR051W","chrVIII",7129.32776967456,-1.69161324989823,0.288675843678009,-3.8334113301581,0.000126378368388284,0.000852243868874841,"chrVIII",7129.32776967456,-1.69161324989823,0.288675843678009,-5.85990579726187,4.63129818497913e-09,4.27005692655076e-08
"27","YHR052W","chrVIII",373.685295538282,1.33985077782163,0.33125807534821,2.27873924893197,0.0226825701288774,0.0877281756455112,"chrVIII",373.685295538282,1.33985077782163,0.33125807534821,4.04473393263912,5.23825802731775e-05,0.000216577304985963
"28","YHR062C","chrVIII",148.425037695449,1.81240932096741,0.290312774792642,4.22788601653543,2.35897236503929e-05,0.000177259923430096,"chrVIII",148.425037695449,1.81240932096741,0.290312774792642,6.2429540768984,4.29382999864682e-10,4.66669303585741e-09
"29","YHR063C","chrVIII",736.500654757817,2.02983351811416,0.189963376267887,7.60585301493408,2.83030816995399e-14,9.30463810872376e-13,"chrVIII",736.500654757817,2.02983351811416,0.189963376267887,10.6853939848473,1.19142096215727e-26,7.75404795606356e-25
"30","YHR064C","chrVIII",2829.16256048682,2.09384058445348,0.268289255352651,5.62393220880277,1.86658925610607e-08,3.06820608972435e-07,"chrVIII",2829.16256048682,2.09384058445348,0.268289255352651,7.80441461101843,5.97783640678368e-15,1.27681046341032e-13
"31","YHR065C","chrVIII",557.896068606852,1.70642418193795,0.242765068268196,4.6193803331666,3.84887781374915e-06,3.37418288338675e-05,"chrVIII",557.896068606852,1.70642418193795,0.242765068268196,7.02911746780954,2.07843945854276e-12,3.22975479906139e-11
"32","YHR068W","chrVIII",1611.04639913797,2.07406248203364,0.222076492625741,6.70517831233544,2.01160575502336e-11,4.80956648701039e-10,"chrVIII",1611.04639913797,2.07406248203364,0.222076492625741,9.33940579442146,9.68762596023419e-21,3.85553574187162e-19
"33","YHR070C-A","chrVIII",39.1536208873008,1.60496713807862,0.415497058878755,2.45481193255871,0.0140958311218363,0.0597936062103702,"chrVIII",39.1536208873008,1.60496713807862,0.415497058878755,3.86276413703077,0.000112111240806682,0.000429500958547484
"34","YHR070W","chrVIII",184.347952367345,1.78879536300448,0.242864215707693,4.95666008059972,7.17152828919391e-07,7.25427669253077e-06,"chrVIII",184.347952367345,1.78879536300448,0.242864215707693,7.36541345867701,1.76598660854833e-13,3.14129836607376e-12
"35","YHR073W","chrVIII",649.33055344972,1.66872465622325,0.190006062710953,5.70363198290083,1.17281148765617e-08,2.05632947502382e-07,"chrVIII",649.33055344972,1.66872465622325,0.190006062710953,8.7824811083097,1.59907435843146e-18,5.11334066522706e-17
"36","YHR074W","chrVIII",906.867924792856,1.11698155994531,0.239370413115041,2.22241985975786,0.0262549444309776,0.0975637027954236,"chrVIII",906.867924792856,1.11698155994531,0.239370413115041,4.66633091955475,3.06625736883858e-06,1.66626088059087e-05
"37","YHR088W","chrVIII",612.022474813451,1.25630915480614,0.210259412026312,3.19276625163461,0.00140916966407718,0.00756350248269995,"chrVIII",612.022474813451,1.25630915480614,0.210259412026312,5.97504360303704,2.30028650207503e-09,2.24034945941533e-08
"38","YHR089C","chrVIII",853.687294589576,1.53960901922933,0.214114804527016,4.45839801380424,8.25744687001801e-06,6.81350052687002e-05,"chrVIII",853.687294589576,1.53960901922933,0.214114804527016,7.19057714215679,6.45180115563748e-13,1.06541385053691e-11
"39","YHR092C","chrVIII",16942.3665852312,1.31360933539123,0.27526651547621,2.64692323412724,0.00812277898503539,0.0374787872467422,"chrVIII",16942.3665852312,1.31360933539123,0.27526651547621,4.77213631712048,1.82282058744114e-06,1.03212318216217e-05
"40","YHR104W","chrVIII",3711.38262826443,0.984589425402812,0.179899276822192,2.2211841673925,0.0263384901082703,0.0975637027954236,"chrVIII",3711.38262826443,0.984589425402812,0.179899276822192,5.47300379854199,4.42470624494582e-08,3.40437760042285e-07
"41","YHR108W","chrVIII",686.958457297281,1.74179843148682,0.232798432405835,4.9690988875311,6.7264761587502e-07,7.07625291900521e-06,"chrVIII",686.958457297281,1.74179843148682,0.232798432405835,7.48200240648682,7.3198605221306e-14,1.35429660228851e-12
"42","YHR111W","chrVIII",841.315753182708,1.50029627425344,0.205336200874249,4.45754947425946,8.29019075512702e-06,6.81350052687002e-05,"chrVIII",841.315753182708,1.50029627425344,0.205336200874249,7.30653566134813,2.74117776371674e-13,4.80047742473627e-12
"43","YHR112C","chrVIII",3839.686614224,1.61285639910002,0.202100559477058,5.08586617355059,3.65952037013532e-07,4.01022440560662e-06,"chrVIII",3839.686614224,1.61285639910002,0.202100559477058,7.98046479076227,1.4578328245132e-15,3.33253354760622e-14
"44","YHR114W","chrVIII",429.477971392282,1.14443099827506,0.219657555573439,2.54683248575087,0.0108705601283975,0.0484569036231955,"chrVIII",429.477971392282,1.14443099827506,0.219657555573439,5.21006889695829,1.88770518901971e-07,1.30371849009451e-06
"45","YHR117W","chrVIII",452.548248175647,1.51268767938331,0.215688412997523,4.30105477846861,1.69987028392897e-05,0.000131489966080388,"chrVIII",452.548248175647,1.51268767938331,0.215688412997523,7.01330061434815,2.32760587161069e-12,3.56684644923833e-11
"46","YHR118C","chrVIII",277.437464796132,1.32684331943493,0.231283405297629,3.20750776944108,0.00133890443930486,0.00749216739440807,"chrVIII",277.437464796132,1.32684331943493,0.231283405297629,5.73687211898093,9.64410184877099e-09,8.36225257482776e-08
"47","YHR120W","chrVIII",125.583561545359,1.60888292594892,0.255571667816176,4.0062458201954,6.16914454651482e-05,0.000426969740982473,"chrVIII",125.583561545359,1.60888292594892,0.255571667816176,6.29523193903534,3.06940558376487e-10,3.42337735673131e-09
"48","YHR123W","chrVIII",75.1738141618479,1.92853973539655,0.373999296593564,3.59235899006681,0.00032769798560455,0.00191521267142215,"chrVIII",75.1738141618479,1.92853973539655,0.373999296593564,5.15653305490666,2.51564091247842e-07,1.69507010083199e-06
