"","GENEID","TXCHROM.x","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","TXCHROM.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y"
"1","YPL003W","chrXVI",1114.73594978449,2.01098496332571,0.268298913449454,3.76812917476156,8.22377950260679e-05,0.00122260188605421,"chrXVI",1114.73594978449,2.01098496332571,0.268298913449454,7.49531534612261,6.61391557923977e-14,2.56610738480643e-12
"2","YPL014W","chrXVI",617.207203030521,1.83467332431787,0.29720117055701,2.80844561531685,0.00248906449334811,0.02176711302026,"chrXVI",617.207203030521,1.83467332431787,0.29720117055701,6.17316991342716,6.6934210318632e-10,1.44386653687335e-08
"3","YPL018W","chrXVI",825.299999432572,2.18002193139209,0.271889958058027,4.34007176955114,7.12180940310533e-06,0.000122166422837884,"chrXVI",825.299999432572,2.18002193139209,0.271889958058027,8.01803033463569,1.07454273635517e-15,5.17540540346237e-14
"4","YPL029W","chrXVI",482.4174572346,2.44881251799948,0.299320887463108,4.84033216084211,6.48111453775049e-07,1.80661067739795e-05,"chrXVI",482.4174572346,2.44881251799948,0.299320887463108,8.18122830903776,2.80964986628101e-16,1.41419043269478e-14
"5","YPL040C","chrXVI",716.757571102251,2.60861151933176,0.290626874966764,5.53497166948418,1.5563933228694e-08,6.9415142199975e-07,"chrXVI",716.757571102251,2.60861151933176,0.290626874966764,8.9758096859765,2.81275282657039e-19,2.06774342658536e-17
"6","YPL049C","chrXVI",726.861017945538,2.07397430726136,0.321532343343452,3.34017503836051,0.000418628007394514,0.00444543074518936,"chrXVI",726.861017945538,2.07397430726136,0.321532343343452,6.45028206399129,1.11642170063816e-10,2.75993276171036e-09
"7","YPL068C","chrXVI",129.317433283803,2.3662991301689,0.395107186858237,3.45804676708937,0.00027205346196118,0.00323432371961772,"chrXVI",129.317433283803,2.3662991301689,0.395107186858237,5.98900553792741,2.1112797562667e-09,4.19776512393667e-08
"8","YPL070W","chrXVI",943.361100639216,1.72476054887709,0.266006753098591,2.72459454669735,0.00321902471502674,0.0274633857962612,"chrXVI",943.361100639216,1.72476054887709,0.266006753098591,6.48389760329819,8.93828963097103e-11,2.26991928037433e-09
"9","YPL072W","chrXVI",434.360862886398,2.39989752954695,0.303791910571967,4.60808033667281,2.03201824108989e-06,5.03488964181163e-05,"chrXVI",434.360862886398,2.39989752954695,0.303791910571967,7.8998072234001,2.79335113190761e-15,1.30053773116399e-13
"10","YPL087W","chrXVI",4131.71766711075,2.20386465365558,0.257678296100564,4.67196761183856,1.49164004884686e-06,3.91336153991589e-05,"chrXVI",4131.71766711075,2.20386465365558,0.257678296100564,8.55277563926254,1.20163327325062e-17,7.37750010730901e-16
