"","GENEID","TXCHROM.x","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","TXCHROM.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y"
"1","YLL009C","chrXII",871.484947402752,1.6821611193328,0.301071839664359,3.64418379532255,0.000268241689435059,0.00890945611337875,"chrXII",871.484947402752,1.6821611193328,0.301071839664359,5.58724164042746,2.30704610857385e-08,1.0102336325724e-06
"2","YLL054C","chrXII",282.285374733157,1.70129767658414,0.300809822171604,3.71097482298077,0.000206462639985817,0.00738500981487731,"chrXII",282.285374733157,1.70129767658414,0.300809822171604,5.65572514987094,1.55189642835971e-08,7.04031949200494e-07
"3","YLL058W","chrXII",620.880008071766,1.52049923597772,0.264793353005436,3.53294078329268,0.000410964512049609,0.0119436561314418,"chrXII",620.880008071766,1.52049923597772,0.264793353005436,5.74221074177231,9.34484201160325e-09,4.70357047917364e-07
"4","YLR008C","chrXII",423.83970314168,2.08516441162942,0.363804637532959,4.12354394875878,3.7308723416152e-05,0.00173485563885107,"chrXII",423.83970314168,2.08516441162942,0.363804637532959,5.73154983886237,9.95170981719997e-09,4.96430381684788e-07
"5","YLR026C","chrXII",301.640283594595,1.34458960458502,0.265099553125607,2.86529945308931,0.00416615067136305,0.0745100023916853,"chrXII",301.640283594595,1.34458960458502,0.265099553125607,5.07201762029354,3.93619931827186e-07,1.25665974806771e-05
"6","YLR069C","chrXII",1715.71366695579,2.30752089762213,0.368747487609925,4.67127493881199,2.99335955817295e-06,0.000173989024318803,"chrXII",1715.71366695579,2.30752089762213,0.368747487609925,6.25772642568648,3.90630275412005e-10,2.5377341264266e-08
"7","YLR108C","chrXII",115.194042104615,1.98721394554361,0.376930684779396,3.72008436077384,0.000199156244187916,0.00738500981487731,"chrXII",115.194042104615,1.98721394554361,0.376930684779396,5.27209385117227,1.34876072241005e-07,4.89319880266555e-06
"8","YLR139C","chrXII",133.251414596449,1.9791993775151,0.43354212416731,3.21583370979901,0.00130066175253425,0.0274912597694739,"chrXII",133.251414596449,1.9791993775151,0.43354212416731,4.56518355930577,4.99057468221554e-06,0.000113949697850853
"9","YLR153C","chrXII",7100.29307498258,1.44036773703451,0.254687384697425,3.35850061066318,0.000783665480926539,0.0191791815068863,"chrXII",7100.29307498258,1.44036773703451,0.254687384697425,5.65543416587242,1.55452808057093e-08,7.04031949200494e-07
"10","YLR163C","chrXII",1064.0514651324,1.31585737716036,0.222943538906067,3.27821734931861,0.00104464925468046,0.0239469211793008,"chrXII",1064.0514651324,1.31585737716036,0.222943538906067,5.90220009791254,3.58685748516042e-09,1.96468360486189e-07
"11","YLR168C","chrXII",2414.97966855248,2.07720301583804,0.263120638525003,5.67117434878165,1.41821975176757e-08,5.05547508053565e-06,"chrXII",2414.97966855248,2.07720301583804,0.263120638525003,7.89448911146762,2.91506842751659e-15,4.52402425125977e-13
