"","GENEID","TXCHROM","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","YAL025C","chrI",341.215394199248,-0.422278647159649,0.208058438057351,-2.0296155786926,0.042395630116476,0.34338598214399
"2","YAL036C","chrI",169.465133903009,-0.392315527443891,0.236125924549166,-1.6614674063974,0.0966196097270711,0.489917214491437
"3","YBL054W","chrII",299.320160607921,-0.145355044871867,0.224615700409956,-0.647127714610211,0.517549289659545,0.868141811240387
"4","YBR034C","chrII",421.098163604262,0.0610604311859065,0.318004434662822,0.192011256857624,0.847733387795465,0.963347134696888
"5","YBR247C","chrII",141.747793869584,-0.123568992092196,0.234824429144013,-0.526218641487314,0.598736303317357,0.893742371816411
"6","YBR267W","chrII",160.293402742492,-0.125350703872336,0.237633391459669,-0.527496170055759,0.597849075384502,0.893636675582637
"7","YBR271W","chrII",185.156186448356,0.124783738853176,0.216231624184418,0.577083668144451,0.563882936439774,0.883906562176162
"8","YCR057C","chrIII",208.691836417013,-0.462688133364123,0.256563709517028,-1.80340444186404,0.0713247205421039,0.440434589867368
"9","YCR072C","chrIII",54.9595445908322,0.0837224132331953,0.373739133058444,0.224012970084412,0.822747211015226,0.960868813298096
"10","YDL063C","chrIV",120.244726552082,-0.0515170050730752,0.265475042277252,-0.194055925676331,0.846132091756814,0.96252230096313
"11","YDL167C","chrIV",109.166535427747,-0.180471031694167,0.251538720693907,-0.717468194146455,0.473085254805332,0.847508947403853
"12","YDR021W","chrIV",88.0807180812189,-0.0716420156877955,0.265060743003158,-0.270285274522685,0.786940793144687,0.955457667525209
"13","YDR083W","chrIV",353.019777111163,-0.428356456336782,0.254518286309771,-1.68300856707574,0.0923734329736498,0.478431755462649
"14","YDR184C","chrIV",210.731200403703,-0.101410376567039,0.402166812296043,-0.252159983038055,0.800917407706641,0.958940170327509
"15","YDR324C","chrIV",117.816628986101,-0.0607463311227425,0.250620786284207,-0.242383451202869,0.808483056154283,0.960756225289062
"16","YDR398W","chrIV",350.881186727888,-0.0821259523154852,0.22709028025048,-0.361644506426697,0.717617701292731,0.931791219997984
"17","YDR449C","chrIV",49.7378898621859,0.25701557455549,0.346145194209183,0.742507996225914,0.4577796088581,0.838443232876023
"18","YDR496C","chrIV",291.104184274547,-0.28839049273272,0.19320432242222,-1.49267101852145,0.135523323222869,0.557921044581719
"19","YEL026W","chrV",470.89029200316,0.459279613780033,0.262211697944399,1.75156035135176,0.0798494352435619,0.456648557524507
"20","YER082C","chrV",285.429631954757,-0.0905470628205393,0.244115412914025,-0.37091907364501,0.71069780823386,0.93048411013852
"21","YER127W","chrV",112.549222352596,0.259406155502043,0.383250783008297,0.676857470364063,0.498496390359457,0.858823429295708
