"genesGC_1$GENEID" "genesGC_1$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"YAL002W5" "YAL002W" "chrI" "YAL002W" 756.783219447762 1.03000315608561 0.276130040571345 3.73013799568643 0.000191374925964536 0.00579199914051785 "7"
"YAL013W5" "YAL013W" "chrI" "YAL013W" 643.619669916608 0.932344802095206 0.328871194385922 2.8349846931292 0.00458278813827263 0.0689684434655426 "7"
"YAL017W5" "YAL017W" "chrI" "YAL017W" 1514.27097139682 0.806822962247124 0.276264591717617 2.92047184632266 0.00349501774443987 0.0556561255931442 "7"
"YAL019W5" "YAL019W" "chrI" "YAL019W" 641.217853460077 0.95754554367515 0.28726531815958 3.33331412858972 0.000858179906435212 0.0192668423256233 "7"
"YAL021C5" "YAL021C" "chrI" "YAL021C" 1664.56101102928 0.847997377345613 0.288063814560082 2.94378305946075 0.00324227182023716 0.0531771408121532 "7"
"YAL022C5" "YAL022C" "chrI" "YAL022C" 301.565941111323 1.14410054670825 0.313565936713713 3.6486761243866 0.000263595163499212 0.00727917196076147 "7"
"YAL023C5" "YAL023C" "chrI" "YAL023C" 1921.81908034416 1.32307356797474 0.331058566652927 3.99649397794262 6.42875163058189e-05 0.0023017451916554 "7"
"YAL024C5" "YAL024C" "chrI" "YAL024C" 310.66185269416 1.1352533477378 0.302506998818081 3.7528168015065 0.000174858643160518 0.00538132386086132 "7"
"YAL026C5" "YAL026C" "chrI" "YAL026C" 533.530875704855 0.84759980797139 0.287514838105958 2.94802109538091 0.00319815239869652 0.0527695145784926 "7"
"YAL029C5" "YAL029C" "chrI" "YAL029C" 667.921402888922 0.805564906688493 0.294307026196166 2.73715825646499 0.00619724721352812 0.0828012688675781 "7"
"YAL035W5" "YAL035W" "chrI" "YAL035W" 1879.70542835181 1.15568395064007 0.290127006360174 3.98337254135302 6.79441191038171e-05 0.00241686937955007 "7"
"YAL039C5" "YAL039C" "chrI" "YAL039C" 1014.70369648273 1.34132147429708 0.317544165380106 4.22404698474461 2.39953990465022e-05 0.00108633715683255 "7"
"YAL041W5" "YAL041W" "chrI" "YAL041W" 516.716843590068 0.895857737209253 0.290542280983033 3.08339885739924 0.00204650662576706 0.037746677764148 "7"
"YAL042W5" "YAL042W" "chrI" "YAL042W" 1331.03007924252 0.883142295778752 0.318663320171795 2.77139614092592 0.00558164753005352 0.0773147995189802 "7"
"YAL043C5" "YAL043C" "chrI" "YAL043C" 682.435655572606 0.991703367254176 0.303655525741942 3.26588282834992 0.00109123392283138 0.0236275866769578 "7"
"YAL046C5" "YAL046C" "chrI" "YAL046C" 572.230921394524 1.02033432897251 0.274562634288553 3.71621699950686 0.000202227916405779 0.00602067677212422 "7"
"YAL051W5" "YAL051W" "chrI" "YAL051W" 719.190292028377 0.805363458254437 0.26975408637532 2.98554683295474 0.00283071788717417 0.048157368279317 "7"
"YAL061W5" "YAL061W" "chrI" "YAL061W" 3582.29313304092 0.69932368901668 0.255350959066759 2.73867657114947 0.00616870256069016 0.0826214000671411 "7"
"YAR007C5" "YAR007C" "chrI" "YAR007C" 1721.73676127998 0.873052931736423 0.253310738288778 3.44656897545785 0.000567753611498321 0.0136410275604728 "7"
"YBL015W5" "YBL015W" "chrII" "YBL015W" 35120.1259541207 0.785098953076276 0.294163260007071 2.66892253321303 0.0076094998708031 0.0945234473747379 "7"
"YBL030C5" "YBL030C" "chrII" "YBL030C" 12743.5778407882 1.55435988388816 0.349097159072973 4.45251370138833 8.48708227364045e-06 0.000460319175198044 "7"
"YBL039W-B5" "YBL039W-B" "chrII" "YBL039W-B" 239.685672096477 -1.35674560404253 0.406127257183459 -3.34069083038583 0.000835702272660105 0.0189382753114055 "7"
"YBL043W5" "YBL043W" "chrII" "YBL043W" 3007.91338876983 0.926115670612171 0.272168220715316 3.4027325753835 0.000667155462686399 0.0155237625528814 "7"
"YBL048W5" "YBL048W" "chrII" "YBL048W" 637.164264420672 -1.09249707048193 0.358974265284558 -3.04338549064488 0.00233932452436649 0.0414118732125808 "7"
"YBL049W5" "YBL049W" "chrII" "YBL049W" 1303.66014716592 -1.03384460936273 0.32445475733631 -3.18640607353186 0.00144052253452862 0.029335250721739 "7"
"YBL067C5" "YBL067C" "chrII" "YBL067C" 1587.21831009199 -1.08467285518846 0.274797407465763 -3.94717281065905 7.90794791418221e-05 0.00274175561227153 "7"
"YBL075C5" "YBL075C" "chrII" "YBL075C" 1720.45846771502 -1.73654857859656 0.40679070300424 -4.26889937693208 1.96439854128815e-05 0.000935736974711001 "7"
"YBL078C5" "YBL078C" "chrII" "YBL078C" 1328.68289999909 -0.796256385469074 0.298472990587724 -2.66776696913568 0.00763571983242676 0.0946345548462303 "7"
"YBL090W5" "YBL090W" "chrII" "YBL090W" 571.631049385723 0.779578892850678 0.294982462407003 2.6427974276486 0.00822242126819859 0.0994313989121233 "7"
"YBR003W5" "YBR003W" "chrII" "YBR003W" 616.47738211259 0.789302729921387 0.2811187967572 2.80771950871397 0.00498936632264378 0.0724980072027655 "7"
"YBR005W5" "YBR005W" "chrII" "YBR005W" 695.774654288711 -0.776791101823857 0.285346902632974 -2.72226926122622 0.00648352919584021 0.0857893066058277 "7"
"YBR026C5" "YBR026C" "chrII" "YBR026C" 9122.69549990715 -1.4138728259783 0.307284884566245 -4.60117922160111 4.20105753667609e-06 0.000258577451527097 "7"
"YBR028C5" "YBR028C" "chrII" "YBR028C" 312.806688717546 0.848372835546448 0.306164981324994 2.77096626751673 0.00558902165197447 0.0773147995189802 "7"
"YBR037C5" "YBR037C" "chrII" "YBR037C" 464.566768133373 1.0598418002921 0.299113010922242 3.5432821762729 0.000395179618047107 0.0100221942021391 "7"
"YBR052C5" "YBR052C" "chrII" "YBR052C" 1753.8291891169 0.775451779927792 0.251579963240102 3.08232726462289 0.0020538889470373 0.0377557169525849 "7"
"YBR054W5" "YBR054W" "chrII" "YBR054W" 8393.09837942244 -1.27407441631511 0.356129857707345 -3.57755573912621 0.000346822276479898 0.00909039440457839 "7"
"YBR067C5" "YBR067C" "chrII" "YBR067C" 12667.5382627232 -2.39821258751475 0.274367461477295 -8.74087829001985 2.31305101883537e-18 1.53460522806872e-15 "7"
"YBR072W5" "YBR072W" "chrII" "YBR072W" 1305.5577808098 -1.5082869629204 0.321378321164097 -4.69318203373856 2.68987937591457e-06 0.000181915545941482 "7"
"YBR093C5" "YBR093C" "chrII" "YBR093C" 384.666700063392 -0.853022611710391 0.305882487691114 -2.78872654053929 0.005291572456931 0.0752668726666744 "7"
"YBR117C5" "YBR117C" "chrII" "YBR117C" 1796.06300493496 -3.06423667616962 0.400379265200544 -7.65333508126298 1.95832743012638e-14 8.25209050940947e-12 "7"
"YBR122C5" "YBR122C" "chrII" "YBR122C" 723.130108286202 0.932722759626934 0.30159166653723 3.09266754727055 0.0019836622156554 0.0367111541127037 "7"
"YBR132C5" "YBR132C" "chrII" "YBR132C" 1214.78306282791 0.896431191044626 0.329536899656878 2.72027561094983 0.00652275247472378 0.0860934897382535 "7"
"YBR146W5" "YBR146W" "chrII" "YBR146W" 913.032478385944 1.33644145815148 0.263153622488774 5.07855998907442 3.80306353602552e-07 3.72021108041925e-05 "7"
"YBR179C5" "YBR179C" "chrII" "YBR179C" 1129.40800513822 0.727430792320568 0.262728597992532 2.76875375531538 0.00562711469464671 0.0774505886866199 "7"
"YBR185C5" "YBR185C" "chrII" "YBR185C" 769.951617352818 1.51828416236016 0.266588840165257 5.69522775754222 1.23207336487805e-08 2.04524178569756e-06 "7"
"YBR201C-A5" "YBR201C-A" "chrII" "YBR201C-A" 555.5035527087 -1.37192008172714 0.382789835906 -3.58400342182554 0.00033836764836776 0.00891143258537783 "7"
"YBR251W5" "YBR251W" "chrII" "YBR251W" 574.232869578385 1.10146477540413 0.277483663043437 3.96947612455193 7.20308235573404e-05 0.00254570871901362 "7"
"YBR268W5" "YBR268W" "chrII" "YBR268W" 440.643973577016 1.13553303255719 0.299009308758091 3.79765110749737 0.000146073729601746 0.00462538665178244 "7"
"YBR282W5" "YBR282W" "chrII" "YBR282W" 296.5166476423 0.947902962559143 0.302164512024162 3.13704265338527 0.00170661297662524 0.0336288700933563 "7"
"YBR285W5" "YBR285W" "chrII" "YBR285W" 832.732680149543 -1.47103447014146 0.331195629847124 -4.44158780362068 8.92974950232594e-06 0.000474923958968364 "7"
"YBR296C5" "YBR296C" "chrII" "YBR296C" 107.60751299273 -1.69681261305893 0.482921174983541 -3.51364301454944 0.000442006402490554 0.0110059594220148 "7"
"YCL030C5" "YCL030C" "chrIII" "YCL030C" 7810.17732160886 0.745873547847025 0.263752405640769 2.82793078620448 0.00468499344953702 0.0699783426084073 "7"
"YCR003W5" "YCR003W" "chrIII" "YCR003W" 172.269455087038 1.17590987641955 0.34334628395558 3.42485103631319 0.000615136597974662 0.0145875250376848 "7"
"YCR004C5" "YCR004C" "chrIII" "YCR004C" 4705.62334833103 -0.693380835618243 0.254965728343569 -2.71950602978258 0.00653795029775711 0.0860934897382535 "7"
"YCR007C5" "YCR007C" "chrIII" "YCR007C" 416.76781331406 -0.856142171774738 0.303058513021228 -2.82500617864105 0.00472797043202417 0.0702488691457678 "7"
"YCR010C5" "YCR010C" "chrIII" "YCR010C" 42528.2462809111 -2.19264050827585 0.295219368804572 -7.42715668404307 1.10956898921552e-13 4.05214594861508e-11 "7"
"YCR014C5" "YCR014C" "chrIII" "YCR014C" 418.099304174358 -0.827362544574186 0.309184753482585 -2.67594871757086 0.00745180463753404 0.0934367162459123 "7"
"YCR046C5" "YCR046C" "chrIII" "YCR046C" 464.270635730561 1.14842610245754 0.321417026600761 3.57300954029429 0.000352901898695343 0.0092056981002528 "7"
"YCR067C5" "YCR067C" "chrIII" "YCR067C" 504.18633692457 0.883606761158948 0.325827014628899 2.71188919729487 0.00669009516972343 0.0876209238327093 "7"
"YCR071C5" "YCR071C" "chrIII" "YCR071C" 349.669195273324 1.09892242915271 0.297038529618364 3.69959557288615 0.000215943309458501 0.00622598657480879 "7"
"YCR083W5" "YCR083W" "chrIII" "YCR083W" 1207.44841860674 -0.80400230649932 0.271444528106738 -2.96193963498564 0.00305707712657073 0.0510389036935752 "7"
"YDL003W5" "YDL003W" "chrIV" "YDL003W" 543.304805716787 0.84319020731736 0.276033979709216 3.05466090879684 0.00225315111879548 0.0405484043053661 "7"
"YDL021W5" "YDL021W" "chrIV" "YDL021W" 1644.04014469557 -1.08104587460618 0.35419684658022 -3.05210474074996 0.00227242791561654 0.0405484043053661 "7"
"YDL046W5" "YDL046W" "chrIV" "YDL046W" 3940.24123612349 -0.787323715405117 0.251779286697758 -3.12703926415615 0.00176576343457301 0.0337033174027559 "7"
"YDL085W5" "YDL085W" "chrIV" "YDL085W" 4337.86521983902 -1.20717879548671 0.25226233985728 -4.78541028426869 1.70638396113474e-06 0.000121397030377872 "7"
"YDL124W5" "YDL124W" "chrIV" "YDL124W" 3361.86723996795 -0.981125213443585 0.280284326107632 -3.50046407185403 0.000464448840593054 0.0115124468270079 "7"
"YDL125C5" "YDL125C" "chrIV" "YDL125C" 2349.31754041889 -0.909903037474277 0.260853165375729 -3.48818093184212 0.000486318868613661 0.0119464339115051 "7"
"YDL168W5" "YDL168W" "chrIV" "YDL168W" 1820.23046927213 -2.03346230087524 0.258069026143317 -7.87952871084175 3.28618184032487e-15 1.5001420101083e-12 "7"
"YDL198C5" "YDL198C" "chrIV" "YDL198C" 1585.2521344422 1.4494967173885 0.276468327139328 5.24290334587952 1.58069352314977e-07 1.80396648329468e-05 "7"
"YDL202W5" "YDL202W" "chrIV" "YDL202W" 309.14721855272 1.49468187354757 0.32196335206038 4.642397539914 3.44389430138952e-06 0.000224591106940616 "7"
