"genesGC_1$GENEID" "genesGC_1$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"YAL001C4" "YAL001C" "chrI" "YAL001C" 930.395427081552 -0.485516574819909 0.187148058686345 -2.59429126985293 0.00947861484821781 0.0263598910686874 "5"
"YAL003W4" "YAL003W" "chrI" "YAL003W" 1913.87741279245 -0.544260290636772 0.262439986641083 -2.07384666339399 0.0380935538548517 0.0834949726900967 "5"
"YAL005C4" "YAL005C" "chrI" "YAL005C" 11664.0742546988 1.34996284593661 0.256979885363914 5.25318487096727 1.49491348508199e-07 1.3427783988992e-06 "5"
"YAL007C4" "YAL007C" "chrI" "YAL007C" 658.562675254487 -0.487705925723582 0.205807069628844 -2.36972387101725 0.0178013744909118 0.0443212404658034 "5"
"YAL010C4" "YAL010C" "chrI" "YAL010C" 310.746636853333 -0.587671292173121 0.189003226851683 -3.1093188299599 0.00187519246515465 0.0067279720556786 "5"
"YAL012W4" "YAL012W" "chrI" "YAL012W" 1001.36945765585 1.61080758782204 0.359803996028029 4.47690299608722 7.57336390857988e-06 4.96042018255988e-05 "5"
"YAL013W4" "YAL013W" "chrI" "YAL013W" 752.874707351303 0.779872853125005 0.246284865552438 3.16654801900102 0.00154259875134588 0.00568877836552439 "5"
"YAL014C4" "YAL014C" "chrI" "YAL014C" 519.111625580077 0.991385952098156 0.21626016518637 4.58422821994885 4.55666338256512e-06 3.13909720325417e-05 "5"
"YAL015C4" "YAL015C" "chrI" "YAL015C" 568.761390502797 0.569356256262851 0.180245157971218 3.15878807881079 0.00158426646377203 0.00581911441328316 "5"
"YAL017W4" "YAL017W" "chrI" "YAL017W" 1470.62733803533 0.414170945243701 0.198923085151832 2.08206576389853 0.0373364631802372 0.0819641728047094 "5"
"YAL020C4" "YAL020C" "chrI" "YAL020C" 215.778496926177 0.750963088715609 0.335142521270087 2.24072757425614 0.0250437268384988 0.0586417861888906 "5"
"YAL022C4" "YAL022C" "chrI" "YAL022C" 403.739673443893 0.970708336284783 0.259397021266924 3.74217225604109 0.000182436386799333 0.000865256445711267 "5"
