"","chr","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Sample"
"YLL001W","chrXII","YLL001W",2550.72487296809,1.17304452121955,0.270597526265026,4.3350156869899,1.45749728323335e-05,0.000268960838864711,"18"
"YLL002W","chrXII","YLL002W",307.848755530382,0.843109688113716,0.254730699578066,3.30980792464448,0.000933600129257841,0.0083977097053846,"18"
"YLL009C","chrXII","YLL009C",871.484947402752,1.6821611193328,0.301071839664359,5.58724164042746,2.30704610857385e-08,9.70995991930159e-07,"18"
"YLL010C","chrXII","YLL010C",191.355864546855,1.18946070462558,0.412587087752584,2.88293245216357,0.00393991916860079,0.0269177683656313,"18"
"YLL011W","chrXII","YLL011W",323.766091816758,0.60498210255187,0.258917289504286,2.33658441160939,0.0194608037850311,0.0890157719979701,"18"
"YLL012W","chrXII","YLL012W",372.940214425494,0.916361692581895,0.354596971800562,2.58423439977172,0.0097595441218235,0.0538630544030752,"18"
"YLL013C","chrXII","YLL013C",437.067826998716,1.61250835391456,0.407000871319452,3.96192850567366,7.43468050965833e-05,0.00108489767219742,"18"
"YLL014W","chrXII","YLL014W",386.29682563999,0.790388662909331,0.299861434232239,2.63584633660221,0.00839277287406033,0.048935060080026,"18"
"YLL027W","chrXII","YLL027W",3588.7874446495,0.548824581439202,0.220125983422811,2.49322943573198,0.012658701933774,0.0649257205199295,"18"
"YLL028W","chrXII","YLL028W",1030.58041840273,0.753283513538588,0.305047316456862,2.46939891911855,0.0135340248717481,0.0677331906442568,"18"
"YLL031C","chrXII","YLL031C",730.577421338856,0.766924842082227,0.219096944042219,3.50039041135346,0.000464577212965309,0.00480689717461215,"18"
"YLL035W","chrXII","YLL035W",78.1740880210284,1.12607191860128,0.381849610080386,2.94899323941754,0.00318810950116355,0.0228218901523637,"18"
"YLL036C","chrXII","YLL036C",446.57148063149,0.72894783730714,0.234365458149515,3.11030406555092,0.00186894843289566,0.0146301065373902,"18"
"YLL045C","chrXII","YLL045C",2454.21115001298,0.861619980869243,0.260106255421885,3.31256924010428,0.000924432402460454,0.00834319664069351,"18"
"YLL051C","chrXII","YLL051C",611.75315750174,0.729360258419392,0.246406153052207,2.95999206750677,0.00307646963668453,0.0221456326394047,"18"
"YLL053C","chrXII","YLL053C",128.302182298958,1.09552939283588,0.319133931580174,3.43282015613766,0.000597338178357252,0.00584281606152722,"18"
"YLL054C","chrXII","YLL054C",282.285374733157,1.70129767658414,0.300809822171604,5.65572514987094,1.55189642835971e-08,6.76687232362029e-07,"18"
"YLL056C","chrXII","YLL056C",497.327832863932,0.765336320940008,0.237633417557031,3.22065948808034,0.0012789600775952,0.0107818141549234,"18"
"YLL058W","chrXII","YLL058W",620.880008071766,1.52049923597772,0.264793353005436,5.74221074177231,9.34484201160325e-09,4.52088302723509e-07,"18"
"YLR001C","chrXII","YLR001C",1323.51577037011,0.5662528163109,0.213441736234568,2.65296200405997,0.00797888519299775,0.0470841906443933,"18"
"YLR004C","chrXII","YLR004C",385.577776545547,-0.991007668452594,0.282016033718155,-3.51401179353866,0.000441393215459397,0.00461144273738709,"18"
"YLR006C","chrXII","YLR006C",491.293794407885,1.12359779903423,0.395896520336471,2.83810981232997,0.00453815667513621,0.0300121937752234,"18"
"YLR008C","chrXII","YLR008C",423.83970314168,2.08516441162942,0.363804637532959,5.73154983886237,9.95170981719997e-09,4.77148943913963e-07,"18"
"YLR014C","chrXII","YLR014C",165.98121966052,0.768206868667999,0.299020051686467,2.56908145234852,0.0101968486898461,0.0554221431826654,"18"
"YLR020C","chrXII","YLR020C",467.637840177205,1.02282136132095,0.264714525812631,3.86386564235964,0.000111606625350695,0.00146894014248341,"18"
"YLR022C","chrXII","YLR022C",230.092892804279,0.86536116179736,0.306276059349936,2.82542867906185,0.00472173983360945,0.0308764089161147,"18"
"YLR023C","chrXII","YLR023C",822.842452287154,1.23614083705264,0.323767796327313,3.81798576348516,0.00013454568765369,0.00171210981682539,"18"
"YLR026C","chrXII","YLR026C",301.640283594595,1.34458960458502,0.265099553125607,5.07201762029354,3.93619931827186e-07,1.20785087652114e-05,"18"
"YLR027C","chrXII","YLR027C",4679.687204916,0.98546464241289,0.285386110948732,3.45309251083324,0.000554198907540657,0.00549086371493234,"18"
"YLR032W","chrXII","YLR032W",544.760205531927,0.79781801892158,0.248065606231742,3.21615733450877,0.00129919583752075,0.0108840587324281,"18"
"YLR033W","chrXII","YLR033W",647.659444663044,0.56786686622386,0.239556172772194,2.37049565307537,0.017764252823667,0.0828792681694975,"18"
"YLR039C","chrXII","YLR039C",612.186445321933,0.881201922333076,0.224783845910321,3.92021908320155,8.84685065359444e-05,0.00125019968446848,"18"
"YLR044C","chrXII","YLR044C",1530.87065493737,-0.867208651520791,0.372436172722012,-2.32847589744748,0.0198868476333882,0.0907326863137593,"18"
"YLR047C","chrXII","YLR047C",335.382820355093,0.899817993987036,0.275234646547908,3.26927588976488,0.00107823113581046,0.00941479869805233,"18"
"YLR048W","chrXII","YLR048W",5871.93561601671,0.933056515949756,0.268043055537526,3.48099492478412,0.000499554956844206,0.00510973355857787,"18"
