"genesGC_1$GENEID" "genesGC_1$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"YAL005C1" "YAL005C" "chrI" "YAL005C" 11708.2996296921 1.71017845433106 0.357537155956914 4.78321882310087 1.72510146707524e-06 2.94744400506097e-05 "2"
"YAL008W1" "YAL008W" "chrI" "YAL008W" 929.194891942236 -0.887931302779782 0.332893528941678 -2.66731319651258 0.00764603814148296 0.0389411258855655 "2"
"YAL012W1" "YAL012W" "chrI" "YAL012W" 1374.51460305821 2.05533915629198 0.869924063971111 2.36266502033474 0.0181440615416749 0.0733209150310569 "2"
"YAL014C1" "YAL014C" "chrI" "YAL014C" 509.501622373145 0.690174484607334 0.308362788926561 2.23818991587764 0.0252086729833628 0.0944606679799115 "2"
"YAL017W1" "YAL017W" "chrI" "YAL017W" 1518.30096044725 0.684254981567706 0.279352848022218 2.4494290515101 0.0143082895349969 0.0621326274822685 "2"
"YAL028W1" "YAL028W" "chrI" "YAL028W" 247.682773274601 1.02767975297849 0.328497050444827 3.12842916424024 0.00175743366462465 0.0121670159656232 "2"
"YAL029C1" "YAL029C" "chrI" "YAL029C" 719.006247106632 0.612302065422502 0.274073458835779 2.23408011860566 0.0254778019072347 0.0948562492313784 "2"
"YAL034C1" "YAL034C" "chrI" "YAL034C" 1866.83655523204 0.803051783102313 0.235674727120436 3.40745820697156 0.000655709492784534 0.00537951385636885 "2"
"YAL035W1" "YAL035W" "chrI" "YAL035W" 1963.95803713097 0.629686133132465 0.268291951449152 2.34701834971671 0.0189243227640649 0.075737959371655 "2"
"YAL038W1" "YAL038W" "chrI" "YAL038W" 1131.02680011101 -1.40505394643369 0.321333718854362 -4.37256927608804 1.22792834419226e-05 0.000172806943551692 "2"
"YAL039C1" "YAL039C" "chrI" "YAL039C" 2029.63362754822 1.38288208807864 0.382859253541917 3.61198554112325 0.000303861512173508 0.00279222741531808 "2"
"YAL044C1" "YAL044C" "chrI" "YAL044C" 2660.75721309564 -1.55740394760182 0.401923208241455 -3.874879369161 0.000106677531663448 0.00112666799509203 "2"
"YAL044W-A1" "YAL044W-A" "chrI" "YAL044W-A" 191.817109494997 -0.730484544635113 0.310021436503544 -2.35623882294591 0.0184610445201546 0.074363270175994 "2"
"YAL051W1" "YAL051W" "chrI" "YAL051W" 721.187904067659 0.629842404112653 0.266660529378235 2.36196337561182 0.0181784379917652 0.0733836221531737 "2"
"YAL054C1" "YAL054C" "chrI" "YAL054C" 26362.5976293257 -2.77824340346879 0.272179948263963 -10.2073772193329 1.83765002337863e-24 3.54032782090221e-22 "2"
"YAL060W1" "YAL060W" "chrI" "YAL060W" 4759.12754427414 -0.785281578265684 0.242698800088828 -3.23562200545808 0.00121378001096844 0.00894642337899828 "2"
"YAL061W1" "YAL061W" "chrI" "YAL061W" 3510.64846776582 -0.850267788374609 0.356077377878688 -2.38787365105875 0.0169461666428375 0.0693105659103462 "2"
"YAL062W1" "YAL062W" "chrI" "YAL062W" 9783.94861275303 -3.60960944761447 0.321334444496129 -11.2331855779562 2.80190943186797e-29 8.69681555324798e-27 "2"
"YAR002C-A1" "YAR002C-A" "chrI" "YAR002C-A" 1664.72188820771 -1.11298396103532 0.28117260832437 -3.9583655309387 7.54644070592629e-05 0.000836546909206551 "2"
"YAR015W1" "YAR015W" "chrI" "YAR015W" 1622.8800082584 -1.44034389266769 0.367754081545874 -3.91659526010732 8.98083381847559e-05 0.000974289680462585 "2"
"YAR042W1" "YAR042W" "chrI" "YAR042W" 1849.17852889738 0.927130162938551 0.271785064468042 3.41126236922989 0.00064662837450402 0.00532848485007959 "2"
"YBL001C1" "YBL001C" "chrII" "YBL001C" 2569.80797605612 -1.30377564962064 0.340124412973418 -3.83323160552587 0.000126470776343046 0.00130850412486777 "2"
"YBL002W1" "YBL002W" "chrII" "YBL002W" 2123.72578040687 -1.16374164307851 0.308494377487706 -3.77232691420734 0.000161732157128316 0.00161645359906243 "2"
"YBL003C1" "YBL003C" "chrII" "YBL003C" 1229.8195101266 -0.752763271482919 0.297377160327464 -2.53134191830333 0.0113627023594532 0.0526396501511321 "2"
"YBL008W1" "YBL008W" "chrII" "YBL008W" 252.866315761857 0.917711010286616 0.313774897939883 2.92474323571429 0.00344740543169832 0.0210043380498307 "2"
"YBL011W1" "YBL011W" "chrII" "YBL011W" 679.33748661995 0.977054881875166 0.305859654890837 3.19445492810708 0.00140095159078248 0.010047646389861 "2"
"YBL017C1" "YBL017C" "chrII" "YBL017C" 2402.24043143518 0.589589353876748 0.252302485224913 2.33683530049719 0.0194477495533703 0.0772242905150533 "2"
"YBL022C1" "YBL022C" "chrII" "YBL022C" 1945.85039263861 1.07749441613118 0.326338586679165 3.30176834770233 0.000960773827417103 0.00744499774449286 "2"
"YBL026W1" "YBL026W" "chrII" "YBL026W" 568.736397546231 -1.0165069895223 0.411489655717053 -2.47030994679794 0.0134996030180686 0.0596903895145084 "2"
"YBL027W1" "YBL027W" "chrII" "YBL027W" 5367.75129553591 -0.590411065798548 0.241883703687784 -2.44088814912737 0.0146511917902262 0.0632754842029654 "2"
"YBL029C-A1" "YBL029C-A" "chrII" "YBL029C-A" 1367.07266445709 -0.842401241273793 0.327678231116121 -2.5708184471225 0.0101458500104877 0.0481195789546647 "2"
"YBL029W1" "YBL029W" "chrII" "YBL029W" 976.699355685728 -0.617813614831352 0.277479023949149 -2.22652367028858 0.0259791253022921 0.095995617105758 "2"
"YBL030C1" "YBL030C" "chrII" "YBL030C" 16370.1952638441 1.18407403973498 0.35164415279494 3.36725075711829 0.000759216199671549 0.00615402125010448 "2"
"YBL038W1" "YBL038W" "chrII" "YBL038W" 1732.43084361625 0.609094683345405 0.238472369966566 2.55415201111475 0.0106446773137856 0.0501871832507345 "2"
"YBL039W-B1" "YBL039W-B" "chrII" "YBL039W-B" 228.060910292482 -1.24938739245475 0.378710716394471 -3.29905476229875 0.000970109842709495 0.0074861929436712 "2"
"YBL043W1" "YBL043W" "chrII" "YBL043W" 4841.7423683925 0.932435456669438 0.310025496588608 3.00760894484347 0.00263311725841206 0.0167595859101797 "2"
"YBL051C1" "YBL051C" "chrII" "YBL051C" 757.012340467363 1.0274054778463 0.306461098963268 3.35248252167053 0.000800902982746677 0.00642908759282426 "2"
"YBL059C-A1" "YBL059C-A" "chrII" "YBL059C-A" 1015.50039517256 0.722563782216853 0.295963703526077 2.44139323034654 0.0146307139361569 0.0632676461000841 "2"
"YBL061C1" "YBL061C" "chrII" "YBL061C" 495.422522810028 0.713822265770982 0.272594567915541 2.6186224884428 0.00882855896142362 0.0433056706913729 "2"
"YBL064C1" "YBL064C" "chrII" "YBL064C" 12460.4480580526 -0.62937873282968 0.241492665768933 -2.60620226633254 0.0091552379849207 0.0445378337070395 "2"
"YBL067C1" "YBL067C" "chrII" "YBL067C" 1356.52586952444 -1.48108471901345 0.264393400021389 -5.60182182646628 2.12110526535944e-08 5.41123977970921e-07 "2"
"YBL075C1" "YBL075C" "chrII" "YBL075C" 1452.38889660756 -1.26885721195655 0.40947633816231 -3.0987314618741 0.0019435109111171 0.0130457727448412 "2"
"YBL080C1" "YBL080C" "chrII" "YBL080C" 427.571522729147 0.719704854134892 0.28083978367668 2.56268839376212 0.0103865220663775 0.0490587955301486 "2"
"YBL081W1" "YBL081W" "chrII" "YBL081W" 205.497399490538 0.803105531993603 0.359536079449765 2.23372723322421 0.0255010259752925 0.0948562492313784 "2"
"YBL084C1" "YBL084C" "chrII" "YBL084C" 824.1529943675 1.03242627715463 0.249628328861873 4.13585381860206 3.53637268318416e-05 0.00043906031513222 "2"
"YBL085W1" "YBL085W" "chrII" "YBL085W" 575.141019098843 0.791690885191584 0.269707201956146 2.93537168992733 0.00333148360861289 0.0204538449684837 "2"
"YBL086C1" "YBL086C" "chrII" "YBL086C" 1252.73126052531 1.08550039452119 0.238562753649625 4.55016710661991 5.36033285127104e-06 8.3654133072769e-05 "2"
"YBL090W1" "YBL090W" "chrII" "YBL090W" 857.827266518356 1.05148857626914 0.257435778306928 4.08446946723739 4.41776345805261e-05 0.000527394111968802 "2"
