"genesGC_1$GENEID" "genesGC_1$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"YAL003W13" "YAL003W" "chrI" "YAL003W" 3287.55823541127 0.416297309048976 0.156841737259942 2.65425081564242 0.00794847215508679 0.0737657013802073 "77"
"YAL034C13" "YAL034C" "chrI" "YAL034C" 1407.83819209705 -0.738037366794788 0.170771438546808 -4.32178456230838 1.54772274217011e-05 0.000665163612346495 "77"
"YAL040C13" "YAL040C" "chrI" "YAL040C" 1165.46887715977 -0.580014242546793 0.206447548869557 -2.80949929278778 0.00496186281622748 0.0545707235320136 "77"
"YAL054C13" "YAL054C" "chrI" "YAL054C" 33405.3397517695 -0.708903054622786 0.227951437250485 -3.10988631251228 0.00187159364991084 0.0276435637911539 "77"
"YAL060W13" "YAL060W" "chrI" "YAL060W" 4887.46739211947 -0.523479937986106 0.180305085498691 -2.90330101637597 0.00369251536157902 0.0443657705917032 "77"
"YAL061W13" "YAL061W" "chrI" "YAL061W" 2841.55552024022 -0.611221361948204 0.208187842164494 -2.93591285443682 0.00332567736233857 0.041290132051968 "77"
"YAL062W13" "YAL062W" "chrI" "YAL062W" 11017.0632445436 -2.12111583598609 0.238284348519807 -8.90161627971875 5.50392599817233e-19 5.12507242529813e-16 "77"
"YBL004W13" "YBL004W" "chrII" "YBL004W" 1107.47788341652 -0.522774387095428 0.189240404837419 -2.76248820934702 0.00573626335647196 0.0591300800232636 "77"
"YBL029C-A13" "YBL029C-A" "chrII" "YBL029C-A" 1528.59790371448 -0.678571770049332 0.254423391496621 -2.66709662998241 0.00765096703948295 0.071721397398643 "77"
"YBL042C13" "YBL042C" "chrII" "YBL042C" 1337.84153137537 0.813916201572212 0.280685816878724 2.89974110777347 0.00373470988677831 0.0446805656047761 "77"
"YBL048W13" "YBL048W" "chrII" "YBL048W" 715.719097605123 -0.830889760500005 0.296976007413673 -2.79783463902058 0.00514464438312123 0.0557037367606556 "77"
"YBL049W13" "YBL049W" "chrII" "YBL049W" 1690.56649431483 -0.69037543036212 0.259566039617355 -2.65972941367774 0.00782034508517606 0.0729420166792632 "77"
"YBL066C13" "YBL066C" "chrII" "YBL066C" 1128.61954080432 -0.560761137158136 0.186394043643333 -3.00847133415464 0.00262565570994397 0.0354336677571424 "77"
"YBL075C13" "YBL075C" "chrII" "YBL075C" 1566.96988165156 -1.5220616947478 0.346619079839446 -4.39116535492744 1.1274475601832e-05 0.000512820113564629 "77"
"YBL087C13" "YBL087C" "chrII" "YBL087C" 1729.01448159469 0.539962744666914 0.164256977352048 3.2873047670275 0.00101151299071695 0.0174423551825172 "77"
