"genesGC_1$GENEID" "genesGC_1$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"YAL005C12" "YAL005C" "chrI" "YAL005C" 5272.96565278566 -1.04515075455499 0.302599716048081 -3.45390527196966 0.000552531418522661 0.0195379306030766 "76"
"YAR028W12" "YAR028W" "chrI" "YAR028W" 222.035452467399 -0.806448496319339 0.235568126236844 -3.42341941247401 0.000618385844647924 0.0208127814099274 "76"
"YBL004W12" "YBL004W" "chrII" "YBL004W" 877.036756919243 -0.849886407093067 0.222845060424512 -3.81379962146823 0.000136846436966022 0.00728153374599203 "76"
"YBL097W12" "YBL097W" "chrII" "YBL097W" 113.991450653334 -0.862046098625751 0.308360896310174 -2.7955752786457 0.00518074347889249 0.0841419006295708 "76"
"YBR025C12" "YBR025C" "chrII" "YBR025C" 2413.17795754732 -0.593945524487137 0.213429983591438 -2.78285887714871 0.00538822375262414 0.0863222730369564 "76"
"YBR050C12" "YBR050C" "chrII" "YBR050C" 1686.04280920301 -0.574913698364506 0.193247085761308 -2.97501872330752 0.00292970665613412 0.0564423140959357 "76"
"YBR072W12" "YBR072W" "chrII" "YBR072W" 3464.20116878602 1.24196444702687 0.256238126597918 4.84691510789776 1.25396052745783e-06 0.00024158198161748 "76"
"YBR082C12" "YBR082C" "chrII" "YBR082C" 1792.9404283098 -0.638269712486641 0.202733489812271 -3.14831907188927 0.00164212343018325 0.0388751847645501 "76"
"YBR117C12" "YBR117C" "chrII" "YBR117C" 3041.76118512213 1.08071666031901 0.342913600916506 3.15157129209974 0.00162394513266723 0.0388751847645501 "76"
"YBR145W12" "YBR145W" "chrII" "YBR145W" 1353.46322419141 0.704274454051257 0.20695564586246 3.40302121798266 0.000666451047723988 0.0220323195481297 "76"
"YBR162C12" "YBR162C" "chrII" "YBR162C" 3178.47173370062 0.930324332460453 0.219306916394971 4.2421112281974 2.21426897083152e-05 0.00209680012542978 "76"
"YBR240C12" "YBR240C" "chrII" "YBR240C" 293.477693193801 0.849943862242918 0.245086616819238 3.46793257532208 0.000524478863977154 0.0190021183010143 "76"
