"genesGC_1$GENEID" "genesGC_1$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"YAL002W6" "YAL002W" "chrI" "YAL002W" 601.007312123531 0.591095148633694 0.283979261429744 2.08147294157229 0.0373906382921297 0.0908267374513603 "8"
"YAL005C6" "YAL005C" "chrI" "YAL005C" 7785.69261626872 1.21745285532205 0.358694402147435 3.39412281884912 0.000688488078149603 0.00327090382025666 "8"
"YAL010C6" "YAL010C" "chrI" "YAL010C" 281.826193227614 -0.824528783096208 0.329609569575024 -2.50153168841335 0.0123657375583701 0.03690564943302 "8"
"YAL013W6" "YAL013W" "chrI" "YAL013W" 638.252514497831 0.940534255500553 0.33073941409096 2.84373199996625 0.00445885349038141 0.0158875092160465 "8"
"YAL014C6" "YAL014C" "chrI" "YAL014C" 434.271852279271 0.976416421719554 0.323197574966914 3.02111308174113 0.00251847284455704 0.00989929047661962 "8"
"YAL017W6" "YAL017W" "chrI" "YAL017W" 1353.53453321634 0.933464104582451 0.278177883191184 3.35563738523708 0.000791823162980663 0.00366218212878557 "8"
"YAL024C6" "YAL024C" "chrI" "YAL024C" 180.545607144797 -0.782101272398527 0.352736733291883 -2.2172379527917 0.0266068353585999 0.069205022881051 "8"
"YAL025C6" "YAL025C" "chrI" "YAL025C" 515.245390664295 -0.974908319013326 0.299700846739852 -3.25293815355675 0.00114218353934776 0.00503263362329334 "8"
"YAL028W6" "YAL028W" "chrI" "YAL028W" 232.413769773757 1.39885975145075 0.368537798531534 3.79570225096207 0.000147226112581087 0.000862214141499509 "8"
"YAL034C6" "YAL034C" "chrI" "YAL034C" 2030.85772910667 1.15376362097128 0.254443028423585 4.53446741346965 5.77490165145544e-06 4.89595986747823e-05 "8"
"YAL038W6" "YAL038W" "chrI" "YAL038W" 1698.47445112053 -1.91028017972702 0.332996194323266 -5.73664267728106 9.65716996671378e-09 1.67042131901021e-07 "8"
"YAL039C6" "YAL039C" "chrI" "YAL039C" 1340.39982473146 1.59070107674011 0.315083315524984 5.04850938898407 4.45270592273522e-07 5.22147665443147e-06 "8"
"YAL040C6" "YAL040C" "chrI" "YAL040C" 844.494569813838 -2.01792584064501 0.289963893589127 -6.95923142591114 3.42134088545919e-12 1.04175535806928e-10 "8"
"YAL044C6" "YAL044C" "chrI" "YAL044C" 2353.46913319271 -1.88317020660757 0.354030813515951 -5.31922684329487 1.04209140789129e-07 1.42351215058402e-06 "8"
"YAL044W-A6" "YAL044W-A" "chrI" "YAL044W-A" 163.815277566465 -1.31423235867119 0.373390815847109 -3.51972331105574 0.000431997202543575 0.00216657842963281 "8"
"YAL051W6" "YAL051W" "chrI" "YAL051W" 668.719368886799 0.794399045739036 0.273096673461849 2.90885654398134 0.00362753273442224 0.0134129883436248 "8"
"YAL053W6" "YAL053W" "chrI" "YAL053W" 2072.52643126143 0.654556259288865 0.270461951148865 2.42014174825127 0.0155144581206441 0.0442919149310366 "8"
"YAL054C6" "YAL054C" "chrI" "YAL054C" 23808.4562413031 -4.33346467966869 0.2856158132009 -15.1723555888013 5.39069069313952e-52 3.01177889025705e-49 "8"
"YAL060W6" "YAL060W" "chrI" "YAL060W" 3989.53819977965 -0.597174216843384 0.259171489997958 -2.30416631415781 0.0212133093637895 0.0577858407681581 "8"
"YAL061W6" "YAL061W" "chrI" "YAL061W" 2487.84813080541 -0.897226026094743 0.259381685349137 -3.45909552128573 0.000541992652590736 0.00263772905054394 "8"
"YAL062W6" "YAL062W" "chrI" "YAL062W" 8558.30623463162 -5.524890168938 0.317284529173545 -17.4130462122723 6.56934957851178e-68 9.17573902378633e-65 "8"
"YAR002C-A6" "YAR002C-A" "chrI" "YAR002C-A" 1437.73517812796 -1.54347763871035 0.300503603220213 -5.13630326615174 2.80195376298187e-07 3.42549577106777e-06 "8"
"YAR007C6" "YAR007C" "chrI" "YAR007C" 984.085160824717 -1.12187043011443 0.26613650119376 -4.21539482589673 2.49341575238601e-05 0.00018044966073291 "8"
"YAR008W6" "YAR008W" "chrI" "YAR008W" 295.305466091266 -1.37614935766687 0.350265829056273 -3.92887128434611 8.53455031736266e-05 0.000526297269570697 "8"
"YAR015W6" "YAR015W" "chrI" "YAR015W" 1435.47035184989 -1.76473296110401 0.368653175494954 -4.7869734439007 1.69315227611092e-06 1.68022056245679e-05 "8"
"YAR019C6" "YAR019C" "chrI" "YAR019C" 424.750348679227 0.789046362520326 0.29839925981583 2.64426380617472 0.00818688217970464 0.0264240963246735 "8"
"YAR029W6" "YAR029W" "chrI" "YAR029W" 80.7802442657568 0.99317981461828 0.466307150281343 2.12988330549736 0.0331812487531657 0.0823927274595274 "8"
"YAR030C6" "YAR030C" "chrI" "YAR030C" 151.039567931108 0.895354936366447 0.371248725530463 2.41173874762024 0.0158766533506079 0.0451873979978839 "8"
"YAR031W6" "YAR031W" "chrI" "YAR031W" 34.3179029071727 1.8394478533247 0.631871296184463 2.91111158938879 0.00360145369293479 0.0133430515798585 "8"
