"","GenNonGC$TXCHROM","chr.x","GENEID","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","Sample.x","chr.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y","Sample.y"
"1","chrI","chrI","YAL001C",1306.24069247677,0.651769122431424,0.257436307262764,2.53176845706603,0.0113488905207339,0.123772462599721,"7","chrI",1253.09050565842,0.378407109369348,0.218817675969199,1.7293260596672,0.0837507551552159,0.248406737703234,"18"
"2","chrI","chrI","YAL005C",6582.97042518815,0.309435738749909,0.359041608819763,0.86183810218287,0.388776614488146,0.779351018473321,"7","chrI",8189.16482491624,1.12860144102931,0.874143602591224,1.29109386339246,0.196671131724222,0.426317377674833,"18"
"3","chrI","chrI","YAL008W",1019.23988002168,0.0404598457482216,0.340869237205628,0.118696090265882,0.905516134166571,0.974966663950004,"7","chrI",996.405328433983,-0.383002196254276,0.344033575630761,-1.11326981836604,0.265592564804251,0.503443174693218,"18"
"4","chrI","chrI","YAL009W",244.25741037967,0.361801247225305,0.335061173549967,1.0798065421667,0.280228337304176,0.695240412931284,"7","chrI",267.935441359452,0.124707061215526,0.304057348130927,0.410143224566396,0.681700886340611,0.836704000422171,"18"
"5","chrI","chrI","YAL010C",375.722940446429,0.252509012299976,0.306990544433861,0.822530259899835,0.410775171926785,0.793012035006512,"7","chrI",416.759498787843,0.156938885162717,0.260857516450732,0.601626847092819,0.54742255400661,0.755308097383221,"18"
"6","chrI","chrI","YAL012W",603.199377693199,1.57296455389981,1.0223556424874,1.5385688585557,0.123909585998798,0.504291762333888,"7","chrI",693.457005253165,1.55795781548276,1.16584446458822,1.33633418762514,0.181440066869856,0.405740339338808,"18"
"7","chrI","chrI","YAL016W",3382.76064866759,0.440138578329308,0.259886463533529,1.69358023632702,0.0903450762262691,0.431858924578972,"7","chrI",3344.63903894838,0.220628912143831,0.229210615694899,0.962559746523732,0.335768506483289,0.578546708000149,"18"
"8","chrI","chrI","YAL020C",184.074286121048,1.01964784806804,0.387621518901071,2.6305243603575,0.00852532594466623,0.10152903543265,"7","chrI",168.382346242078,0.148695183815992,0.3936194297796,0.37776383116873,0.705606044696445,0.850146838685194,"18"
"9","chrI","chrI","YAL025C",601.366070175382,0.519026807448636,0.286025987517309,1.81461416129969,0.0695832246923786,0.380667481903899,"7","chrI",675.216437694818,0.316531907081686,0.238997430693599,1.32441552264002,0.185365082110373,0.41187202672411,"18"
"10","chrI","chrI","YAL027W",240.981017829427,0.170117382159113,0.34960836845582,0.486594136491931,0.626545979624735,0.901791612292249,"7","chrI",260.981190634712,0.0860279356217033,0.304706470537307,0.282330517858728,0.777690087126193,0.893645500547393,"18"
"11","chrI","chrI","YAL030W",858.919942529046,0.388468632238074,0.271959972756023,1.42840370331472,0.153175693865773,0.555693013905104,"7","chrI",921.96973092187,0.197118375836328,0.22920701856411,0.8600014828132,0.389788225123388,0.627823266020573,"18"
"12","chrI","chrI","YAL031C",424.587617787014,0.505796252052328,0.29535129755612,1.71252422534633,0.0868001041187535,0.42530498243518,"7","chrI",431.241785241547,0.529317338259077,0.239552010076788,2.20961342837159,0.0271320025526261,0.113472627498133,"18"
"13","chrI","chrI","YAL032C",438.068492931354,0.40382485306786,0.286707926073781,1.40848862672858,0.158986432365128,0.564870537198931,"7","chrI",454.676858259305,0.16149709929636,0.238497623057113,0.677143433239527,0.498314953840274,0.719775907316835,"18"
"14","chrI","chrI","YAL033W",142.43099407841,0.467870486729404,0.389692790228454,1.20061365891609,0.229901100180054,0.647505515057243,"7","chrI",159.642299787642,0.347672043721672,0.330849803736715,1.05084554923401,0.293329531983884,0.533168088299571,"18"
"15","chrI","chrI","YAL034C",1829.2295873741,0.225272298851947,0.255800348672829,0.880656731004193,0.378503642826537,0.772477377847067,"7","chrI",1641.62594583263,0.333900431793097,0.290205728127441,1.15056458033271,0.249911411624831,0.485260704260583,"18"
"16","chrI","chrI","YAL034W-A",260.953972637843,0.640750760869507,0.344250737181016,1.86129088964763,0.0627031090132097,0.361185732044545,"7","chrI",291.191898589097,0.442026940676997,0.314807719485052,1.40411722241133,0.160283945915596,0.375534375901723,"18"
"17","chrI","chrI","YAL036C",449.244793319427,0.375655289263277,0.301126620728326,1.24749943513692,0.212214427229377,0.625678488892642,"7","chrI",489.694138865717,0.317413036920808,0.266315144465964,1.19187002135124,0.233312214611522,0.468198159586083,"18"
"18","chrI","chrI","YAL037W",101.301939397161,-0.242806371658187,0.419600113190947,-0.578661358815444,0.562817693980458,0.875281528246735,"7","chrI",112.301559581831,0.029098275731831,0.320566634990331,0.09077137966248,0.927674251865161,0.97012867234974,"18"
"19","chrI","chrI","YAL038W",1496.628712442,0.174571064996482,0.326411840848712,0.534818420013734,0.592775424471351,0.887704695258081,"7","chrI",1242.62344614662,0.16231298760217,0.465328510644767,0.348813760363116,0.72722913221994,0.86442317369198,"18"
"20","chrI","chrI","YAL040C",1343.47671156434,0.31187738645495,0.272871477540294,1.14294608313871,0.253060977561441,0.674252351039058,"7","chrI",1141.56512244175,-0.232475698595474,0.247519514361587,-0.939221698115744,0.347616930892919,0.589423087747072,"18"
"21","chrI","chrI","YAL044C",3068.5007130378,-0.327237920613095,0.349942451430058,-0.935119243966601,0.349726850157886,0.750520034864327,"7","chrI",3017.43573564001,-0.705640601922029,0.368403236903607,-1.91540282830539,0.0554411507385004,0.188668554794516,"18"
