"","chr","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Sample"
"YGL002W","chrVII","YGL002W",773.260229838794,-0.14585100569037,0.299013238428196,-0.487774409109964,0.625709639759141,0.831550846178478,"61"
"YGL003C","chrVII","YGL003C",735.454360173605,0.571190328943649,0.284547352356396,2.00736476447066,0.0447108377653756,0.20991550470181,"61"
"YGL005C","chrVII","YGL005C",643.136686763109,0.00224962880156261,0.327401692850823,0.0068711581237536,0.994517652157767,0.997959424518097,"61"
"YGL007W","chrVII","YGL007W",126.978535959719,-1.00191955341189,0.419011196669994,-2.3911522206911,0.0167955877367171,0.112245153929472,"61"
"YGL008C","chrVII","YGL008C",20948.702861567,0.618147831794009,0.260646005150244,2.37159910215271,0.0177112962545751,0.116734101407717,"61"
"YGL009C","chrVII","YGL009C",1188.20250172899,0.646063160643715,0.264621461383005,2.44146169122928,0.0146279402223341,0.103189775280531,"61"
"YGL010W","chrVII","YGL010W",809.457100331674,-0.226932178774141,0.306014695966609,-0.741572812564867,0.45834620092668,0.739896048707703,"61"
"YGL014W","chrVII","YGL014W",808.343576399019,0.62959057720167,0.2821795330241,2.23117024276845,0.0256698542869939,0.145159388564205,"61"
"YGL016W","chrVII","YGL016W",453.094372607726,0.543760639157826,0.28825733700876,1.8863722422486,0.0592448103776361,0.25152033098773,"61"
"YGL017W","chrVII","YGL017W",424.539415733509,0.446566771862816,0.290856832588366,1.53534908528285,0.124698103040515,0.385123439296493,"61"
"YGL019W","chrVII","YGL019W",1370.70333715013,0.396948571292967,0.25935866994329,1.53050048945641,0.125892892410514,0.387314752146223,"61"
"YGL020C","chrVII","YGL020C",736.129065664312,0.457350840402412,0.27332854130906,1.6732641172854,0.0942753130521299,0.328693193325604,"61"
"YGL021W","chrVII","YGL021W",1225.12849048522,0.0115322602166199,0.301195030910614,0.0382883481900547,0.969457780772824,0.988134591398799,"61"
"YGL023C","chrVII","YGL023C",849.219229170248,0.464029517836286,0.320577307285287,1.44748086433747,0.147762292069845,0.424565510923454,"61"
"YGL025C","chrVII","YGL025C",470.599237044775,0.382687104932537,0.320252604193011,1.19495392050551,0.232105034075864,0.538632578753652,"61"
"YGL028C","chrVII","YGL028C",801.787440352908,0.41815728025341,0.320411668412118,1.30506258503536,0.191871537680107,0.48638216017185,"61"
"YGL029W","chrVII","YGL029W",89.5412742050577,-0.893541455539843,0.54525330398005,-1.63876394515628,0.101262430779121,0.34220784024259,"61"
"YGL030W","chrVII","YGL030W",5105.94104912077,-0.316038683731301,0.282591879592838,-1.11835727263874,0.263414435175638,0.574432650010261,"61"
"YGL031C","chrVII","YGL031C",3299.93110699886,-0.29743143306471,0.308436126898371,-0.964320995908215,0.334885017628033,0.639221931495669,"61"
"YGL036W","chrVII","YGL036W",735.606559200744,0.610517926852558,0.27314686711363,2.23512696046622,0.0254090148573247,0.144264172417601,"61"
"YGL037C","chrVII","YGL037C",7593.64973554565,0.623332846622913,0.276402897635028,2.25516031834798,0.0241232676781985,0.140456611539565,"61"
"YGL038C","chrVII","YGL038C",1180.15534147772,0.0486382973993155,0.266164088904784,0.182738015483055,0.85500358592555,0.944238986868165,"61"
"YGL041W-A","chrVII","YGL041W-A",295.677374511179,0.353012639803717,0.334489974482099,1.0553758460184,0.291253465224386,0.598295951253119,"61"
"YGL042C","chrVII","YGL042C",167.225679270752,0.827115625818337,0.358495639144994,2.30718462235969,0.0210445299938659,0.128920821354966,"61"
