"","GenAll$TXCHROM","chr.x","GENEID","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","Sample.x","chr.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y","Sample.y"
"1","chrVII","chrVII","YGL002W",694.115238565173,-0.0531131251757928,0.281031927011302,-0.188993207073076,0.850098140820889,0.930362059307797,"59","chrVII",773.260229838794,-0.14585100569037,0.299013238428196,-0.487774409109964,0.625709639759141,0.831550846178478,"61"
"2","chrVII","chrVII","YGL003C",707.199686997814,0.497569416610427,0.369117747178882,1.34799646024415,0.177659521111473,0.420764622488259,"59","chrVII",735.454360173605,0.571190328943649,0.284547352356396,2.00736476447066,0.0447108377653756,0.20991550470181,"61"
"3","chrVII","chrVII","YGL005C",582.497560453771,0.163560682312369,0.326829248279785,0.50044689443569,0.616760440545067,0.798969952321423,"59","chrVII",643.136686763109,0.00224962880156261,0.327401692850823,0.0068711581237536,0.994517652157767,0.997959424518097,"61"
"4","chrVII","chrVII","YGL009C",1121.7143408057,0.695704172389231,0.312706474667861,2.22478339512531,0.0260957826332134,0.131943110924672,"59","chrVII",1188.20250172899,0.646063160643715,0.264621461383005,2.44146169122928,0.0146279402223341,0.103189775280531,"61"
"5","chrVII","chrVII","YGL010W",743.456507301806,-0.380957680996881,0.320690832755086,-1.18792819153587,0.23486170176968,0.489622255581344,"59","chrVII",809.457100331674,-0.226932178774141,0.306014695966609,-0.741572812564867,0.45834620092668,0.739896048707703,"61"
"6","chrVII","chrVII","YGL014W",764.784375456389,0.593224573583545,0.351738756058946,1.68654879044415,0.0916901458810608,0.293355071550573,"59","chrVII",808.343576399019,0.62959057720167,0.2821795330241,2.23117024276845,0.0256698542869939,0.145159388564205,"61"
"7","chrVII","chrVII","YGL016W",447.612769428895,0.561900886844418,0.36154316464916,1.554173724705,0.120142983219055,0.341250049438161,"59","chrVII",453.094372607726,0.543760639157826,0.28825733700876,1.8863722422486,0.0592448103776361,0.25152033098773,"61"
"8","chrVII","chrVII","YGL017W",407.772253037261,0.232955540402816,0.368731152090589,0.631776130337869,0.527533173140857,0.746536939801917,"59","chrVII",424.539415733509,0.446566771862816,0.290856832588366,1.53534908528285,0.124698103040515,0.385123439296493,"61"
"9","chrVII","chrVII","YGL019W",1357.36845015103,0.23468469127369,0.276421912217667,0.849009000013318,0.395876284310341,0.647660556498353,"59","chrVII",1370.70333715013,0.396948571292967,0.25935866994329,1.53050048945641,0.125892892410514,0.387314752146223,"61"
"10","chrVII","chrVII","YGL020C",728.390343280129,0.473407996900328,0.276852214499594,1.70996644457407,0.087272078237292,0.28664850153542,"59","chrVII",736.129065664312,0.457350840402412,0.27332854130906,1.6732641172854,0.0942753130521299,0.328693193325604,"61"
"11","chrVII","chrVII","YGL021W",1034.87083530758,-0.0993495156281671,0.305476644133428,-0.325227861233059,0.745008623661277,0.874657039842756,"59","chrVII",1225.12849048522,0.0115322602166199,0.301195030910614,0.0382883481900547,0.969457780772824,0.988134591398799,"61"
"12","chrVII","chrVII","YGL023C",794.093431957264,0.325291660455753,0.454471756495824,0.715757702885421,0.474140973904657,0.710385612134543,"59","chrVII",849.219229170248,0.464029517836286,0.320577307285287,1.44748086433747,0.147762292069845,0.424565510923454,"61"
"13","chrVII","chrVII","YGL025C",441.818532981086,-0.0380376115016158,0.364729249614852,-0.10428999467902,0.916939217705625,0.964227255659952,"59","chrVII",470.599237044775,0.382687104932537,0.320252604193011,1.19495392050551,0.232105034075864,0.538632578753652,"61"
"14","chrVII","chrVII","YGL028C",664.226066593006,0.181785550602469,0.324510184739977,0.560184423019358,0.575353650806162,0.771233408602213,"59","chrVII",801.787440352908,0.41815728025341,0.320411668412118,1.30506258503536,0.191871537680107,0.48638216017185,"61"
"15","chrVII","chrVII","YGL029W",87.752211790088,-0.424626792622157,0.530939213613097,-0.799765362464993,0.423846754949171,0.673693263129734,"59","chrVII",89.5412742050577,-0.893541455539843,0.54525330398005,-1.63876394515628,0.101262430779121,0.34220784024259,"61"
"16","chrVII","chrVII","YGL030W",5283.55848867965,0.0768394585877801,0.280103977410544,0.274324767888454,0.783835052297097,0.895799744648851,"59","chrVII",5105.94104912077,-0.316038683731301,0.282591879592838,-1.11835727263874,0.263414435175638,0.574432650010261,"61"
