"genesNoAneu$GENEID" "genesNoAneu$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"YAL019W12" "YAL019W" "chrI" "YAL019W" 528.974895568924 0.53682656359023 0.171089647416395 3.13769168209056 0.00171043841227084 0.035209096847539 "61"
"YBL008W12" "YBL008W" "chrII" "YBL008W" 208.791471878066 0.735142870406569 0.233010528329264 3.15497705480393 0.00161241698904186 0.0338014767335173 "61"
"YBL017C12" "YBL017C" "chrII" "YBL017C" 1926.38785912975 0.635642599694503 0.224805111253902 2.8275273464605 0.00470521896794324 0.0702333993591947 "61"
"YBL022C12" "YBL022C" "chrII" "YBL022C" 1543.69085904322 0.995888707054712 0.352650453791067 2.8240108479904 0.00475708907792069 0.0705701589622886 "61"
"YBL039W-B12" "YBL039W-B" "chrII" "YBL039W-B" 222.028775151476 -0.830561306428905 0.306520477730468 -2.70964378164398 0.00675318431943593 0.0873166825156999 "61"
"YBL068W12" "YBL068W" "chrII" "YBL068W" 560.195798651116 0.41544841234856 0.150370149402194 2.7628383292841 0.00574620216051384 0.0800756227494712 "61"
"YBL076C12" "YBL076C" "chrII" "YBL076C" 2437.64392842908 0.634838636241488 0.190147683276253 3.33866090453058 0.000846559028811026 0.0214269215151664 "61"
"YBL077W12" "YBL077W" "chrII" "YBL077W" 16.2483913825484 1.12400751845819 0.416511895966695 2.69862044600059 0.00698071769890337 0.08879304477694 "61"
"YBL113C12" "YBL113C" "chrII" "YBL113C" 20.1919237717265 -1.44585854079742 0.466408266884586 -3.0999848061338 0.00194356709433088 0.0380832287693288 "61"
"YBR115C12" "YBR115C" "chrII" "YBR115C" 2042.13207704928 0.752978184156035 0.224632689527795 3.35204188552826 0.000806750045739165 0.0208148812706096 "61"
"YBR146W12" "YBR146W" "chrII" "YBR146W" 1277.4834921061 1.14495153777378 0.363484567472412 3.14993163460972 0.00164048014261993 0.034138750997149 "61"
"YBR167C12" "YBR167C" "chrII" "YBR167C" 321.341571185968 -1.22639995390778 0.372960115663895 -3.28828714492621 0.00101333865117403 0.0243799872953348 "61"
"YBR185C12" "YBR185C" "chrII" "YBR185C" 1071.96267567935 1.10024002954243 0.417503655754915 2.63528238466084 0.00842665320714222 0.0986497274962124 "61"
"YBR193C12" "YBR193C" "chrII" "YBR193C" 321.29791021237 -0.48392779360595 0.165001963187183 -2.93286082334043 0.00337025069070975 0.0549061983955056 "61"
"YBR207W12" "YBR207W" "chrII" "YBR207W" 1022.77173033136 0.282955662088663 0.0984774546193137 2.87330397787484 0.00407517205451182 0.0639187700001842 "61"
"YBR217W12" "YBR217W" "chrII" "YBR217W" 185.777851021237 -0.581287499490228 0.197034549767116 -2.95018056567885 0.00318719250536618 0.0532943450604045 "61"
"YBR285W12" "YBR285W" "chrII" "YBR285W" 674.983341124409 -1.41525484460046 0.521736467434455 -2.71258563074903 0.00669359935018493 0.0873036511058188 "61"
"YCL017C12" "YCL017C" "chrIII" "YCL017C" 1860.55886897341 0.38067348735298 0.133865165572501 2.84370833685489 0.00447307949518137 0.0676538442480747 "61"
"YCL045C12" "YCL045C" "chrIII" "YCL045C" 864.896985377276 0.443897527606747 0.142715474210584 3.11036718381185 0.00187662409452806 0.0375456511824526 "61"
"YCL048W-A12" "YCL048W-A" "chrIII" "YCL048W-A" 105.306404687509 -3.39434207464585 1.0143827011247 -3.34621447199597 0.000823868345620413 0.0210787949559908 "61"
"YCR037C12" "YCR037C" "chrIII" "YCR037C" 1000.40639920498 1.06933874285087 0.196875605606017 5.43154516050508 5.78899014959591e-08 9.88284141056306e-06 "61"
"YCR042C12" "YCR042C" "chrIII" "YCR042C" 692.564686098583 0.443505298682491 0.127323084047568 3.48330628338218 0.000498518001716524 0.0144116029499014 "61"
"YCR098C12" "YCR098C" "chrIII" "YCR098C" 314.517461934952 2.18681834840799 0.370061713253123 5.90933422748386 3.60851071962256e-09 9.35260369240355e-07 "61"
"YDL025C12" "YDL025C" "chrIV" "YDL025C" 1469.18481293248 0.715121368658482 0.271046395631998 2.63837254500668 0.00835032500093372 0.0986497274962124 "61"
"YDL115C12" "YDL115C" "chrIV" "YDL115C" 893.416572617512 -0.479775536255981 0.155170072283413 -3.09193344564335 0.00199698237514657 0.0389958681612525 "61"
"YDL124W12" "YDL124W" "chrIV" "YDL124W" 2878.8916464795 -0.978976040646213 0.363139889904448 -2.69586478341393 0.00703866296723551 0.08879304477694 "61"
"YDL184C12" "YDL184C" "chrIV" "YDL184C" 637.784529830985 -1.16320502347063 0.40355189346566 -2.88241745932885 0.00395927988175839 0.0625368805700452 "61"
"YDL198C12" "YDL198C" "chrIV" "YDL198C" 1688.93580158826 1.0421049680912 0.30905899765114 3.37186419425172 0.000750961425245374 0.0197326361601342 "61"
"YDL202W12" "YDL202W" "chrIV" "YDL202W" 423.87937498052 1.05713696740176 0.391121025078713 2.70283850679982 0.00689285131876596 0.08879304477694 "61"
"YDL231C12" "YDL231C" "chrIV" "YDL231C" 1409.88011044073 0.487486400797443 0.161375982185461 3.02081136359685 0.00253077136165501 0.0458109787433551 "61"
"YDL241W12" "YDL241W" "chrIV" "YDL241W" 26.8078002555584 1.11602144220362 0.413799670098243 2.69700901873281 0.00701455007324904 0.08879304477694 "61"
