"genesNoAneu$GENEID" "genesNoAneu$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"YAL036C10" "YAL036C" "chrI" "YAL036C" 361.13566964592 -0.741488818693175 0.228797424763019 -3.2408092855992 0.00119790227259525 0.0678662016492748 "49"
"YAL043C10" "YAL043C" "chrI" "YAL043C" 573.118860008559 0.598001395541494 0.186167737027149 3.21216449794568 0.00132379962649493 0.070393625752739 "49"
"YAR028W10" "YAR028W" "chrI" "YAR028W" 277.164446222608 -1.2538965872414 0.262893583097095 -4.76959754007499 1.88613729859875e-06 0.000544464966862173 "49"
"YAR031W10" "YAR031W" "chrI" "YAR031W" 27.2865132016697 1.43047489458236 0.425524332495449 3.36167590274678 0.000779172001745554 0.0497614711495858 "49"
"YBL041W10" "YBL041W" "chrII" "YBL041W" 1763.73989815122 -0.388938193017991 0.125637645107584 -3.09571381002042 0.00197173660603955 0.0847706901121401 "49"
"YCL039W10" "YCL039W" "chrIII" "YCL039W" 639.808670497468 0.725417724470881 0.199109868925853 3.6433037115856 0.000271255214881345 0.0252121760527011 "49"
"YDL063C10" "YDL063C" "chrIV" "YDL063C" 201.096515172012 -0.945064568543938 0.256387629721261 -3.68607709182923 0.000229588898805574 0.0235892865179557 "49"
"YDL106C10" "YDL106C" "chrIV" "YDL106C" 741.275619079544 0.439605820045187 0.138815660377176 3.16683160135343 0.00154821117150927 0.0756875493684614 "49"
"YDL167C10" "YDL167C" "chrIV" "YDL167C" 264.214864309418 -0.821627035362305 0.258290178225893 -3.18102314615979 0.00147444797812868 0.0751080154367378 "49"
"YDL184C10" "YDL184C" "chrIV" "YDL184C" 637.784529830985 -1.26846360100607 0.404127009500056 -3.13877462081853 0.00170413988765099 0.0800710122677953 "49"
"YDL213C10" "YDL213C" "chrIV" "YDL213C" 371.552759175801 -0.914579326161141 0.286195068439594 -3.19565019463002 0.00140182235866546 0.0726311721216242 "49"
"YDR028C10" "YDR028C" "chrIV" "YDR028C" 2069.16493057931 0.574343926642064 0.181242282862266 3.16892900250288 0.00153709960806737 0.0756875493684614 "49"
"YDR205W10" "YDR205W" "chrIV" "YDR205W" 566.240717050739 0.309708332064452 0.091840983491719 3.37222360094149 0.000749983800079102 0.0497593844480473 "49"
"YDR309C10" "YDR309C" "chrIV" "YDR309C" 984.438292045043 1.31103228980264 0.274826946975125 4.7703920748401 1.87873829897932e-06 0.000544464966862173 "49"
"YDR421W10" "YDR421W" "chrIV" "YDR421W" 722.841335573174 0.499544934312588 0.139654224725032 3.57701269185485 0.000350067326675332 0.0298888469620544 "49"
"YDR477W10" "YDR477W" "chrIV" "YDR477W" 1107.00135042974 0.55943014103228 0.184868014272533 3.02610564209104 0.0024869371274565 0.0968186534831977 "49"
"YEL004W10" "YEL004W" "chrV" "YEL004W" 193.605832666184 0.619739533270207 0.174920814869418 3.54297190836239 0.000398417064379001 0.0330849896474727 "49"
"YEL011W10" "YEL011W" "chrV" "YEL011W" 6680.42482164105 1.21662754020532 0.303839763059682 4.00417485833261 6.29263822369031e-05 0.00976950489737596 "49"
"YEL013W10" "YEL013W" "chrV" "YEL013W" 1011.1519605378 1.05175967425847 0.274552175750121 3.83081893772974 0.000128918242579505 0.0156300477303392 "49"
"YEL015W10" "YEL015W" "chrV" "YEL015W" 839.389107518805 0.859840022280126 0.150732938922993 5.70439366752746 1.21886033789222e-08 1.57985782108839e-05 "49"
"YEL017W10" "YEL017W" "chrV" "YEL017W" 368.401697890036 0.934694276086904 0.270264487828158 3.45844281502944 0.000546785817751335 0.0404221417952267 "49"
"YEL024W10" "YEL024W" "chrV" "YEL024W" 13888.5672886127 0.607914044865018 0.159906582027952 3.80168243955556 0.000145029609878321 0.0171209805682533 "49"
"YEL025C10" "YEL025C" "chrV" "YEL025C" 978.736310225726 0.66820001920283 0.18918504370284 3.53199177971171 0.000415298699995181 0.0340208205320377 "49"
"YEL030W10" "YEL030W" "chrV" "YEL030W" 255.857881706458 0.680877152989159 0.182365708520814 3.73358104718161 0.000190387019836477 0.0202478265657671 "49"
"YEL031W10" "YEL031W" "chrV" "YEL031W" 1757.7339018408 0.871486045169958 0.286451606228228 3.04235000335661 0.00235674163631341 0.0933762601263523 "49"
"YEL032W10" "YEL032W" "chrV" "YEL032W" 833.046042631708 0.919303523310522 0.287365877869394 3.1990698760983 0.00138532589425592 0.0723952204394776 "49"
"YEL041W10" "YEL041W" "chrV" "YEL041W" 374.000291706975 0.996530739843431 0.295229658916523 3.3754425063547 0.000741280585823866 0.0497593844480473 "49"
"YEL042W10" "YEL042W" "chrV" "YEL042W" 862.458518777041 0.932483265441929 0.226111798649689 4.12399207387939 3.76994679249837e-05 0.00652954784460718 "49"
"YEL043W10" "YEL043W" "chrV" "YEL043W" 1073.96532164502 0.783626168854096 0.144494207884418 5.42323585372312 6.06349904614738e-08 3.49695023494019e-05 "49"
"YEL052W10" "YEL052W" "chrV" "YEL052W" 2185.00974031695 0.979587361228879 0.255481015187476 3.83428631873113 0.000127117413713898 0.0156300477303392 "49"
"YEL053C10" "YEL053C" "chrV" "YEL053C" 552.174901077697 0.742810965901449 0.222608489812735 3.33684922136764 0.000852086796816244 0.0508117463902341 "49"
"YEL060C10" "YEL060C" "chrV" "YEL060C" 11456.2407746294 1.07950266268479 0.330734775079557 3.2639527017536 0.00110436705839379 0.0631572934715391 "49"
"YEL062W10" "YEL062W" "chrV" "YEL062W" 324.374476011714 0.620091737946483 0.128991536763883 4.80722808257996 1.56472824608051e-06 0.000499230664617897 "49"
"YEL063C10" "YEL063C" "chrV" "YEL063C" 1744.6526319072 1.21028789145853 0.175344026775386 6.90236168129583 5.59807450335921e-12 3.39355276393636e-08 "49"
"YER001W10" "YER001W" "chrV" "YER001W" 1206.31429552868 1.35948951493103 0.307456234031798 4.42173345163146 9.95034002488281e-06 0.00201063204102799 "49"
"YER005W10" "YER005W" "chrV" "YER005W" 586.959931994419 0.618982908647135 0.191442547349189 3.23325675100905 0.00122997631639168 0.0680518528948267 "49"
"YER008C10" "YER008C" "chrV" "YER008C" 792.748530452782 0.947403459212089 0.174566259870993 5.42718541321922 5.93148268009885e-08 3.49695023494019e-05 "49"
"YER013W10" "YER013W" "chrV" "YER013W" 369.980557378172 0.631316998391743 0.167330574482076 3.77287295131691 0.000162810804295001 0.0182924370744219 "49"
"YER017C10" "YER017C" "chrV" "YER017C" 1710.67365835248 1.36942764448596 0.341065568807386 4.01514479832858 6.00768666073063e-05 0.00958384119403923 "49"
