"","chr","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Sample"
"YLL001W","chrXII","YLL001W",2290.73446080019,1.07768701676023,0.393731693390325,2.73711015610792,0.00621497927137878,0.0636713910871254,"18"
"YLL002W","chrXII","YLL002W",207.866713942453,0.865664365171454,0.252455837546404,3.4289734536732,0.000609625646111239,0.0145477734505742,"18"
"YLL003W","chrXII","YLL003W",702.603574449681,0.371447620812335,0.14197907567513,2.61621382619975,0.00891161672638855,0.0784486319825197,"18"
"YLL004W","chrXII","YLL004W",130.63054634806,0.625470530682855,0.212276056893668,2.94649589706748,0.00322536033431814,0.0438864685668961,"18"
"YLL009C","chrXII","YLL009C",1231.42269043557,1.67441967675466,0.538945546861016,3.10684388526261,0.00189910022587276,0.0311019514981002,"18"
"YLL010C","chrXII","YLL010C",176.251525334183,1.17856421359139,0.319042501282646,3.69406649224855,0.000222504999638928,0.00719921018056333,"18"
"YLL011W","chrXII","YLL011W",244.646836892695,0.713938137550932,0.184050516707136,3.87903359536317,0.000105906068803147,0.00446307702715105,"18"
"YLL013C","chrXII","YLL013C",391.978325756246,1.58947416329885,0.427223291634216,3.72047637482215,0.000200521539370005,0.00688727738113625,"18"
"YLL014W","chrXII","YLL014W",319.055686463495,0.59991919881821,0.203911604552907,2.94205521129404,0.00327191275246297,0.0438864685668961,"18"
"YLL021W","chrXII","YLL021W",729.803069468506,0.482221402776575,0.190345483636717,2.53340081184651,0.0113194368696272,0.0902820052071477,"18"
"YLL027W","chrXII","YLL027W",3662.05441689254,0.613374867487016,0.200882813184753,3.05339644423882,0.00227180481506242,0.035441585986667,"18"
"YLL028W","chrXII","YLL028W",1075.92468180122,0.824644680172512,0.258269381857298,3.19296338668651,0.00141491034422146,0.0256323087358656,"18"
"YLL029W","chrXII","YLL029W",2911.02007137919,0.49575227090974,0.19715582911775,2.5145199770566,0.0119433634740919,0.0935012724150911,"18"
"YLL031C","chrXII","YLL031C",625.58350452652,0.634165245111842,0.118781788299534,5.33890972842283,9.66695080964671e-08,3.26266727160093e-05,"18"
