"genesNoAneu$GENEID" "genesNoAneu$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"YAR035C-A14" "YAR035C-A" "chrI" "YAR035C-A" 61.6770191756976 -0.919582496206553 0.324521100631019 -2.83366010536282 0.00461598169767356 0.0808730666222461 "77"
"YBL040C14" "YBL040C" "chrII" "YBL040C" 945.407218806031 0.473311699687158 0.132987546010512 3.55906785173512 0.000374825797360082 0.0168310665451616 "77"
"YBL055C14" "YBL055C" "chrII" "YBL055C" 373.180434216458 0.445071627101177 0.163260569978577 2.72614279834733 0.00642507287653123 0.0978612858731967 "77"
"YBL075C14" "YBL075C" "chrII" "YBL075C" 2061.64582706473 -1.57668796253649 0.558321397831781 -2.82397910712271 0.00475755961969419 0.0819327454959834 "77"
"YBL103C14" "YBL103C" "chrII" "YBL103C" 745.057828297027 -0.2810613843949 0.0996083779726227 -2.82166410211147 0.00479199217392735 0.0820871019285916 "77"
"YBR004C14" "YBR004C" "chrII" "YBR004C" 568.817437915186 0.945911407662911 0.348147723561005 2.71698288872241 0.0066054173013994 0.0992474595199324 "77"
"YBR022W14" "YBR022W" "chrII" "YBR022W" 155.78967052946 0.823940092838517 0.252087602205663 3.26846733290086 0.00108692752254606 0.0324579046387892 "77"
"YBR041W14" "YBR041W" "chrII" "YBR041W" 443.846075020604 0.647954330370361 0.229275880645556 2.82609024789682 0.00472635469485982 0.0817542117483826 "77"
"YBR050C14" "YBR050C" "chrII" "YBR050C" 1752.65455888966 -0.598053467150794 0.218195075215479 -2.74091184945483 0.00614360988559188 0.0949078438114308 "77"
"YBR106W14" "YBR106W" "chrII" "YBR106W" 1375.36853306162 0.846712985773878 0.301365034252047 2.80959265189912 0.00497522029281998 0.0837771817085409 "77"
"YBR107C14" "YBR107C" "chrII" "YBR107C" 137.10106937672 0.66416404490307 0.19744381460398 3.36381287119683 0.000773174594010471 0.0264801377903473 "77"
"YBR117C14" "YBR117C" "chrII" "YBR117C" 1625.74403189178 -3.3513601540323 0.850777028935533 -3.9391756477316 8.26164602454346e-05 0.00556467757786472 "77"
"YBR147W14" "YBR147W" "chrII" "YBR147W" 1387.08419736796 -0.726014842602079 0.259974203582076 -2.79264185676357 0.00524321116093955 0.085953444023576 "77"
"YBR169C14" "YBR169C" "chrII" "YBR169C" 884.74830495761 -0.83487053050632 0.233670970655789 -3.57284658921597 0.000355675004745056 0.0161332234947475 "77"
"YBR182C14" "YBR182C" "chrII" "YBR182C" 144.783876760723 0.984400599771619 0.33786008342138 2.91363392148303 0.0035846435105715 0.0696477851316809 "77"
"YBR214W14" "YBR214W" "chrII" "YBR214W" 2626.73371840573 -0.960752741668821 0.334698243594905 -2.87050428275222 0.00411138796596951 0.0757689262935149 "77"
"YBR241C14" "YBR241C" "chrII" "YBR241C" 1540.6909631842 -1.19135883880608 0.385558720787329 -3.08995433010377 0.00201031718763353 0.0474184544413793 "77"
"YBR269C14" "YBR269C" "chrII" "YBR269C" 1820.62942194395 -0.637294308043312 0.180213301842509 -3.53633334236478 0.000408545336874749 0.0175645520009555 "77"
"YBR280C14" "YBR280C" "chrII" "YBR280C" 1143.27291801227 -0.835325444946893 0.27218351612059 -3.06897881566349 0.00215675504791399 0.0498395570084061 "77"
"YCL009C14" "YCL009C" "chrIII" "YCL009C" 2022.13507513978 -1.65882672531881 0.474939174319876 -3.49271404637086 0.000481314083298704 0.0195839277931498 "77"
