"","GENEID","TXCHROM","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y"
"1","YAL001C","chrI",857.290106159121,-1.15468331886481,0.810655755005072,-0.190812583405201,0.424336214845827,0.999999999998796,857.290106159121,-1.15468331886481,0.810655755005072,-1.42438181896036,0.154335974297988,0.754226090853115
"2","YAL002W","chrI",519.024817144761,-0.641170021695625,0.740937503562067,0,0.68591061275557,0.999999999998796,519.024817144761,-0.641170021695625,0.740937503562067,-0.865349666622611,0.386846898249183,0.899433694981147
"3","YAL003W","chrI",2322.84978328057,-1.12407223808911,0.406373969849979,-0.305315417065015,0.380062967524404,0.999999999998796,2322.84978328057,-1.12407223808911,0.406373969849979,-2.76610295315934,0.00567306214328545,0.213050683093385
"4","YAL005C","chrI",4813.8528148585,-1.02344823404465,0.588710550167365,-0.0398298179606054,0.484114401896091,0.999999999998796,4813.8528148585,-1.02344823404465,0.588710550167365,-1.73845743677211,0.0821302436604816,0.632550143428506
"5","YAL007C","chrI",677.679699836976,-1.12891690453961,0.859781290723421,-0.149941509463569,0.440405381038638,0.999999999998796,677.679699836976,-1.12891690453961,0.859781290723421,-1.31302799528207,0.189173514913093,0.798994973512668
"6","YAL008W","chrI",969.658684741203,-0.504461338690319,0.454313011083946,0,0.862306971529556,0.999999999998796,969.658684741203,-0.504461338690319,0.454313011083946,-1.11038276778982,0.266834120635203,0.863592858658122
"7","YAL009W","chrI",223.974707283258,-0.939147040433477,0.503360383761198,0,0.548112273995922,0.999999999998796,223.974707283258,-0.939147040433477,0.503360383761198,-1.86575477675856,0.062075682069167,0.58413790971505
"8","YAL010C","chrI",316.619683466657,-0.720971865742388,0.582880337674728,0,0.683925991345728,0.999999999998796,316.619683466657,-0.720971865742388,0.582880337674728,-1.23691231139919,0.216119638907853,0.821764202587905
"9","YAL011W","chrI",158.453913347695,-1.32662680493651,0.755109526471054,-0.432555534642733,0.332668849408456,0.999999999998796,158.453913347695,-1.32662680493651,0.755109526471054,-1.75686673049458,0.0789405275893195,0.625622638231415
"10","YAL012W","chrI",409.372555294715,-1.43816799793945,0.717536823989019,-0.610655764680528,0.270713748345399,0.999999999998796,409.372555294715,-1.43816799793945,0.717536823989019,-2.00431246154617,0.0450365998105891,0.516601834228995
"11","YAL013W","chrI",394.044377871214,-1.30932492287499,0.623985149007796,-0.495724815513402,0.310044288196087,0.999999999998796,394.044377871214,-1.30932492287499,0.623985149007796,-2.09832705947723,0.0358762637461433,0.463211654238896
"12","YAL014C","chrI",280.850683981987,-0.970236296279042,0.687630072713206,0,0.517262614888639,0.999999999998796,280.850683981987,-0.970236296279042,0.687630072713206,-1.41098584075991,0.158248789067063,0.764296549940676
"13","YAL015C","chrI",402.80022072884,-0.749253747579082,0.699059823792151,0,0.640086754069101,0.999999999998796,402.80022072884,-0.749253747579082,0.699059823792151,-1.07180204337112,0.283808955129154,0.870404405335748
"14","YAL016W","chrI",2536.04609146799,-0.865782680182681,0.586968985226513,0,0.590434063358142,0.999999999998796,2536.04609146799,-0.865782680182681,0.586968985226513,-1.4750058384236,0.140210973772438,0.735063718314696
"15","YAL017W","chrI",1059.94034598439,-0.592823189034094,0.763528586269561,0,0.70308115125554,0.999999999998796,1059.94034598439,-0.592823189034094,0.763528586269561,-0.776425663288526,0.437497696759531,0.925240389338196
"16","YAL019W","chrI",448.795982184119,-1.22662746529392,0.781592165336645,-0.289956163002616,0.385924887197937,0.999999999998796,448.795982184119,-1.22662746529392,0.781592165336645,-1.56939580473608,0.116555740998619,0.703036568855263
"17","YAL020C","chrI",124.953526480803,-1.19995430231223,0.547346962370361,-0.365315450818077,0.357437973087937,0.999999999998796,124.953526480803,-1.19995430231223,0.547346962370361,-2.19231015207551,0.0283571192066851,0.41366521409181
"18","YAL021C","chrI",1130.07823322456,-0.724289379091175,0.612347372130769,0,0.673735622593251,0.999999999998796,1130.07823322456,-0.724289379091175,0.612347372130769,-1.18280801397234,0.236885243765509,0.832695005755119
"19","YAL022C","chrI",223.425852900605,-0.609596439336318,0.461104433888343,0,0.801410620608705,0.999999999998796,223.425852900605,-0.609596439336318,0.461104433888343,-1.32203551849587,0.18615632377847,0.796795568522523
"20","YAL023C","chrI",1126.60472316779,-1.23889310216879,0.919479841082376,-0.259813311282146,0.397503891279014,0.999999999998796,1126.60472316779,-1.23889310216879,0.919479841082376,-1.34738473516768,0.17785635430696,0.784613478051366
"21","YAL024C","chrI",201.877337152353,-1.81495293667498,1.06170611737394,-0.767588057880568,0.221365979731854,0.999999999998796,201.877337152353,-1.81495293667498,1.06170611737394,-1.70946828597366,0.0873642413926066,0.649076064438567
"22","YAL026C","chrI",381.414836331634,-0.958294518381916,0.842636619358239,0,0.51973720239343,0.999999999998796,381.414836331634,-0.958294518381916,0.842636619358239,-1.13725714782223,0.255430803054088,0.851840966410191
"23","YAL027W","chrI",220.019337892709,-1.35446748729865,0.455734322129047,-0.777794144717236,0.218345190174914,0.999999999998796,220.019337892709,-1.35446748729865,0.455734322129047,-2.97205503630055,0.00295813651928738,0.167210953971678
"24","YAL028W","chrI",167.250844488342,-0.622411418736807,0.607922287593231,0,0.732737440525113,0.999999999998796,167.250844488342,-0.622411418736807,0.607922287593231,-1.02383385416076,0.305913757093806,0.879500649861976
"25","YAL029C","chrI",482.085766968697,-1.349331422558,0.917821968821161,-0.380609131645301,0.351746652180156,0.999999999998796,482.085766968697,-1.349331422558,0.917821968821161,-1.47014504816339,0.141522473889082,0.735063718314696
"26","YAL030W","chrI",740.730584682523,-0.828462205188191,0.356550988177641,0,0.684778396586097,0.999999999998796,740.730584682523,-0.828462205188191,0.356550988177641,-2.32354482993449,0.020149902278663,0.379274458791108
"27","YAL031C","chrI",329.686307728,-0.858233202969338,0.678798937194318,0,0.582717123637387,0.999999999998796,329.686307728,-0.858233202969338,0.678798937194318,-1.2643408172038,0.20610772518176,0.813785252225216
"28","YAL032C","chrI",363.512182264505,-1.2340345332794,0.426260094682878,-0.549041620828985,0.291488443623161,0.999999999998796,363.512182264505,-1.2340345332794,0.426260094682878,-2.89502711765098,0.00379125779059489,0.1839598802286
"29","YAL033W","chrI",139.880123070892,-0.596588504522756,0.43509632475342,0,0.82308279233378,0.999999999998796,139.880123070892,-0.596588504522756,0.43509632475342,-1.3711642010786,0.170323775088482,0.773860783049085
"30","YAL034C","chrI",1501.2699655789,-0.10293778718157,0.320748692681088,0,0.99741923394701,0.999999999998796,1501.2699655789,-0.10293778718157,0.320748692681088,-0.320929717035256,0.748263653210075,0.979386085372004
"31","YAL034W-A","chrI",191.891484234743,-1.39218050084877,0.735976467683549,-0.532870978990858,0.297061447847071,0.999999999998796,191.891484234743,-1.39218050084877,0.735976467683549,-1.89161007447777,0.0585429526052786,0.569829890358312
"32","YAL035W","chrI",1265.14828698615,-1.0013074137846,0.790994812352889,-0.00165287276754045,0.49934059946915,0.999999999998796,1265.14828698615,-1.0013074137846,0.790994812352889,-1.26588366718376,0.205554734674397,0.813785252225216
"33","YAL036C","chrI",366.970485359535,-1.5576627307007,0.594310214312977,-0.938336103385607,0.174035855759452,0.999999999998796,366.970485359535,-1.5576627307007,0.594310214312977,-2.62095904325212,0.00876827952813111,0.254372892342555
"34","YAL038W","chrI",1089.80930013583,-0.766932997018281,0.531516839406134,0,0.669485930224208,0.999999999998796,1089.80930013583,-0.766932997018281,0.531516839406134,-1.44291382729318,0.149044747512276,0.74754697397897
