"","GenAll$TXCHROM","chr.x","GENEID","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","Sample.x","chr.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y","Sample.y"
"1","chrV","chrV","YEL001C",727.115985438215,0.364321840470493,0.167642469537441,2.17320731122447,0.0298006479599957,0.143170529277093,"4","chrV",727.115985438215,0.289285949825213,0.168575502124186,1.71606162330813,0.0861983335389682,0.404125520427862,"49"
"2","chrV","chrV","YEL002C",1811.71119921115,0.414364507571799,0.170743038027271,2.42683105770683,0.0152583058309212,0.100668207066883,"4","chrV",1811.71119921115,0.483304810942151,0.170969160823528,2.82685373557523,0.00471511523356193,0.133565553952581,"49"
"3","chrV","chrV","YEL003W",225.891394092567,-0.135174329522555,0.328926955398282,-0.410955463832019,0.681118716039744,0.811267014071888,"4","chrV",225.891394092567,0.00731076051343126,0.32995228827537,0.0221570232218844,0.982323378623328,0.993664773921701,"49"
"4","chrV","chrV","YEL005C",755.029291936928,0.155772594230472,0.189356685792913,0.822641110231672,0.41074223925811,0.619037358778337,"4","chrV",755.029291936928,0.36582590991224,0.189683302227765,1.92861419859176,0.0538221969716779,0.325294275216662,"49"
"5","chrV","chrV","YEL006W",630.970232023877,0.267627741382299,0.138987016175805,1.92555929860223,0.0542029252749826,0.199727487943638,"4","chrV",630.970232023877,0.345508309259958,0.13983432066745,2.4708405462321,0.0135050063825665,0.187960663022209,"49"
"6","chrV","chrV","YEL007W",1476.36600442118,0.475502235039592,0.247381126833615,1.92214434919042,0.0546311843152447,0.200670507939025,"4","chrV",1476.36600442118,0.615402616434919,0.247560676902043,2.48586578505127,0.0129485636710883,0.186477596610678,"49"
"7","chrV","chrV","YEL008W",8.51042485999461,-0.0213520495879113,0.442237297988869,-0.0482818832446121,0.961493073647324,0.978570954047436,"4","chrV",8.51042485999461,-0.965033730722559,0.537400288569062,-1.79574471999663,0.0725814754595026,0.372556227125745,"49"
"8","chrV","chrV","YEL009C",31643.6362011065,0.219075495723795,0.228739790609675,0.957749830669505,0.338224483387425,0.553908000641798,"4","chrV",31643.6362011065,0.477134513109946,0.228744306986095,2.08588584956106,0.0370277979851562,0.282871146227077,"49"
"9","chrV","chrV","YEL012W",4243.95007128167,0.306305597154846,0.260094856078646,1.17766880042497,0.238971713487143,0.452894959610073,"4","chrV",4243.95007128167,0.355044114120727,0.260167105820889,1.36467718699672,0.172401691852944,0.519174891213387,"49"
"10","chrV","chrV","YEL016C",388.432746366209,0.326543882318314,0.172642227982611,1.89144849515731,0.058608842442375,0.207191329417859,"4","chrV",388.432746366209,0.470291823386603,0.173484254148097,2.71086171881127,0.00672845830466409,0.146665978830027,"49"
"11","chrV","chrV","YEL017C-A",716.962408417468,0.678692892379963,0.310044853496052,2.18901518514838,0.0286311229221652,0.140855390560825,"4","chrV",716.962408417468,0.395877724973852,0.310777511828286,1.27383002278681,0.202769131334813,0.551699494682063,"49"
"12","chrV","chrV","YEL019C",153.686360052051,0.19058329204972,0.216988581957781,0.878310233332008,0.379807793587772,0.593170912035325,"4","chrV",153.686360052051,0.00590816341971067,0.221085528630642,0.0267234289657247,0.978681145167264,0.992433105052518,"49"
"13","chrV","chrV","YEL023C",215.565929595928,0.268247774829846,0.242483323127588,1.10625246870566,0.268658129954794,0.484250041051644,"4","chrV",215.565929595928,0.473182563619674,0.243310766804378,1.94476623387618,0.0518461196701754,0.320705283102657,"49"
"14","chrV","chrV","YEL026W",190.913778371837,0.216712371922028,0.34891827554873,0.6210977959845,0.534557021471081,0.712151784270335,"4","chrV",190.913778371837,0.16829947478906,0.351343746000757,0.479016566268118,0.63194292980422,0.83692597460251,"49"
"15","chrV","chrV","YEL027W",3926.3248039247,0.438079734351055,0.182271397975593,2.40344749212773,0.0162690861782295,0.103553418295087,"4","chrV",3926.3248039247,0.289131290107717,0.182453833873457,1.58468191086764,0.113087188310746,0.435860931609756,"49"
"16","chrV","chrV","YEL028W",113.674106410256,0.189271377946897,0.421162587086508,0.44940216379671,0.65315652934993,0.792554671503813,"4","chrV",113.674106410256,0.253710287234793,0.422989188540923,0.599803243458662,0.548658243841565,0.794518966994771,"49"
"17","chrV","chrV","YEL029C",198.285488244783,0.255548547764749,0.219739216845935,1.16296285857759,0.244887192542756,0.460449525034404,"4","chrV",198.285488244783,0.277535478726119,0.222165762425157,1.24922704424186,0.211626950610879,0.559359816068811,"49"
"18","chrV","chrV","YEL033W",230.238941795513,1.17246603755779,0.626126018925815,1.8725719777135,0.06117229497849,0.212613776549539,"4","chrV",230.238941795513,1.18566342217738,0.626669387451564,1.89200788473016,0.0585342592286916,0.338318477887634,"49"
"19","chrV","chrV","YEL035C",44.7385508661313,0.376231958744739,0.35246382484641,1.0674342506176,0.285815364830831,0.502876111829887,"4","chrV",44.7385508661313,0.825400737123543,0.352369856861167,2.34242719986332,0.0191887331809675,0.215654663356307,"49"
"20","chrV","chrV","YEL036C",691.608645959149,0.450768924656484,0.202421595193929,2.22688159444959,0.0259892562663894,0.134856907293154,"4","chrV",691.608645959149,0.433178523210939,0.203150553963509,2.13230293868039,0.0330192641562647,0.272400712345852,"49"
"21","chrV","chrV","YEL037C",985.610077509498,0.318619204098149,0.241491713587727,1.31937944935905,0.187088681837615,0.388179011282465,"4","chrV",985.610077509498,0.42689170345092,0.241730480035313,1.76598211110389,0.0774457061362458,0.383296140153627,"49"
"22","chrV","chrV","YEL039C",3970.9561676557,0.333836509648699,0.764209143416874,0.436839198437321,0.662242455389636,0.7990830207831,"4","chrV",3970.9561676557,-0.132165193424434,0.764449238076766,-0.172889430509396,0.862743713717973,0.94951931600551,"49"
"23","chrV","chrV","YEL040W",830.762745693073,0.812372459268275,0.516172150742353,1.57384015797817,0.115572994024145,0.297467534764892,"4","chrV",830.762745693073,0.662746833006723,0.516491031886536,1.28317200510912,0.199477492157014,0.54666932977207,"49"
"24","chrV","chrV","YEL044W",1190.30251630009,-0.115220584902045,0.403504654478098,-0.285549580713199,0.775232208081147,0.872829610413544,"4","chrV",1190.30251630009,-0.0210180461131988,0.403682168820764,-0.0520658273675965,0.95847783904434,0.985022063155761,"49"
