"","chr","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Sample"
"YNL005C","chrXIV","YNL005C",1772.9097908981,1.06112144649751,0.260948210105819,4.0664063036386,4.83066882483209e-05,0.0027372590378157,"76"
"YNL010W","chrXIV","YNL010W",1023.80444525194,0.688509476079194,0.18254865432459,3.7716491454106,0.000163609789653533,0.00643381393520308,"76"
"YNL012W","chrXIV","YNL012W",187.23242749077,0.843305264582147,0.302435353348892,2.78838189796317,0.00531258019899184,0.0850908210523918,"76"
"YNL016W","chrXIV","YNL016W",2011.64089506968,0.54278787958154,0.145575000966768,3.72857891792456,0.000194197237091942,0.00728495161775165,"76"
"YNL020C","chrXIV","YNL020C",492.518948491597,0.992537724958611,0.114787917975023,8.6467090131784,6.59621429990311e-18,1.25372046460158e-14,"76"
"YNL023C","chrXIV","YNL023C",399.53072623457,0.615280871560436,0.151695980455455,4.05601301836148,5.0500423062411e-05,0.00279566419710551,"76"
"YNL026W","chrXIV","YNL026W",741.602435636909,0.650915834629107,0.170991932575924,3.80670494112398,0.00014212342103065,0.00587237497620846,"76"
"YNL027W","chrXIV","YNL027W",731.05112336102,0.707555896006838,0.1526646273632,4.6347075169123,3.64406983716673e-06,0.000392046909651409,"76"
"YNL030W","chrXIV","YNL030W",3741.22993273956,1.11914032400581,0.33896267350546,3.30166242917534,0.0009663142938783,0.0243801951490888,"76"
"YNL031C","chrXIV","YNL031C",9748.71802805322,1.16218495462622,0.239822365508512,4.84602406519492,1.28877553215829e-06,0.00017089762986899,"76"
"YNL035C","chrXIV","YNL035C",331.391957344864,0.415722575151381,0.121258261989049,3.42840618306838,0.000610898737402992,0.0176819522876744,"76"
"YNL036W","chrXIV","YNL036W",6861.56850894126,1.27260839475106,0.263734883536127,4.82533208230961,1.42953959772995e-06,0.000183931534677397,"76"
"YNL038W","chrXIV","YNL038W",238.244840281962,0.460193505730867,0.158770739790512,2.89847805923221,0.00376230701313089,0.0656045094460928,"76"
"YNL039W","chrXIV","YNL039W",796.58685078422,0.535854511983623,0.138484946869274,3.86940619971826,0.000110166148797232,0.00486951457706835,"76"
"YNL041C","chrXIV","YNL041C",528.45779471184,0.611258953526294,0.128865584346167,4.7433840200832,2.14656949991109e-06,0.000254994568510271,"76"
"YNL044W","chrXIV","YNL044W",295.219668791492,0.862268216704531,0.219658592571597,3.92549276861763,8.74449685116488e-05,0.00418145298391145,"76"
"YNL048W","chrXIV","YNL048W",721.533116274356,0.678046558539093,0.153587386558868,4.4147281474785,1.0277062063432e-05,0.00087462399829387,"76"
"YNL051W","chrXIV","YNL051W",499.220108405974,0.693986631854571,0.183797454353553,3.77582287140723,0.000160899959600808,0.00637119145585975,"76"
"YNL053W","chrXIV","YNL053W",574.154821279125,0.6764105295782,0.157424412532715,4.29673211858187,1.75857609748953e-05,0.00125678850413931,"76"
"YNL054W","chrXIV","YNL054W",660.808315243283,0.566106872778718,0.139984162992784,4.04407799193612,5.31360342343975e-05,0.00287019064862548,"76"
"YNL055C","chrXIV","YNL055C",30504.4588516167,0.897342960945737,0.222328883998396,4.03610608215984,5.49685299191974e-05,0.00290213479258578,"76"
"YNL059C","chrXIV","YNL059C",719.27648212755,0.554310075089079,0.133982953756996,4.13716864381439,3.56046143385644e-05,0.00225575012176105,"76"
"YNL061W","chrXIV","YNL061W",545.427042030742,0.731655375426857,0.223810592727856,3.26908287275088,0.00108456959346262,0.0267714970646054,"76"
"YNL063W","chrXIV","YNL063W",328.861041376223,0.735078333391322,0.123559889005217,5.94916634604848,2.8350055965315e-09,1.07768012742817e-06,"76"
"YNL070W","chrXIV","YNL070W",849.269989448875,0.925680010739042,0.262588768619105,3.52520793485183,0.000426060175621147,0.013570243293656,"76"
"YNL071W","chrXIV","YNL071W",7146.60780011936,0.838842686811806,0.234459106929508,3.5777782223832,0.000349045942083704,0.0117766861642679,"76"
"YNL072W","chrXIV","YNL072W",303.38976024452,0.820874606533776,0.238582003031729,3.44063926072667,0.000583986146798802,0.0172533109277035,"76"
"YNL074C","chrXIV","YNL074C",842.993545307539,0.790592106692882,0.250558904262516,3.15531435220742,0.00161055675835568,0.0362980025144035,"76"
"YNL076W","chrXIV","YNL076W",671.318590720176,0.594259440008784,0.150607121345944,3.94575923567233,8.03840630872603e-05,0.003917520749774,"76"
"YNL083W","chrXIV","YNL083W",482.000466913276,0.712507574787728,0.19780138820626,3.60213637148366,0.000317965818557815,0.0108876360115541,"76"
"YNL084C","chrXIV","YNL084C",1110.95077270002,0.639492664552652,0.156643356833936,4.08247548748975,4.5091929135348e-05,0.00262361408091586,"76"
"YNL085W","chrXIV","YNL085W",1155.95232196989,0.707015685733932,0.238465703917858,2.96485269838832,0.00303925997602702,0.0564490566231467,"76"
"YNL087W","chrXIV","YNL087W",843.83259797483,0.585610456538632,0.124826226733377,4.69140557928959,2.7687591673787e-06,0.000315749295447867,"76"
"YNL092W","chrXIV","YNL092W",197.640537969434,0.997485975926353,0.180073123577347,5.53933844268494,3.1548892078654e-08,7.4954909430202e-06,"76"
"YNL093W","chrXIV","YNL093W",466.980305347309,1.26495939862119,0.387600946185605,3.263561173082,0.00110589162329669,0.0271801467070593,"76"
"YNL094W","chrXIV","YNL094W",880.262885347361,0.693462114680028,0.117543738994206,5.89960912094358,3.82655929278492e-09,1.36369006796623e-06,"76"
"YNL095C","chrXIV","YNL095C",135.368169468315,0.998174387041853,0.201897389762556,4.94396875668263,7.84644184333617e-07,0.000117737924712376,"76"
"YNL096C","chrXIV","YNL096C",962.692219489773,0.691899017545792,0.24458608829085,2.82885679386237,0.00468574273483939,0.0767893738703889,"76"
"YNL098C","chrXIV","YNL098C",2807.15001751658,0.696409829757155,0.22798126518568,3.05468008167233,0.00226211892262988,0.0463819508423092,"76"
"YNL099C","chrXIV","YNL099C",435.926608947413,0.568559286076368,0.204543181435345,2.77965406662107,0.00545729946098784,0.0869204511914878,"76"
"YNL103W-A","chrXIV","YNL103W-A",41.1377485859839,1.6715604449206,0.481120812959138,3.47430499761515,0.000515513935137154,0.0156066773142726,"76"
"YNL104C","chrXIV","YNL104C",18555.3812212529,1.19027317319807,0.393517917511528,3.0246988008194,0.00249851684701134,0.0499878703917849,"76"
"YNL116W","chrXIV","YNL116W",758.335491243194,0.64285503794811,0.215019020172066,2.98975894055175,0.00280241497983716,0.0540333108267741,"76"
"YNL121C","chrXIV","YNL121C",2305.01380820048,1.00391651777601,0.259874558027375,3.86308119346664,0.000113052401766466,0.00495865226824914,"76"
"YNL122C","chrXIV","YNL122C",330.643957581596,0.895150048045715,0.271061579825791,3.30238630137484,0.000963827918724678,0.0243801951490888,"76"
"YNL123W","chrXIV","YNL123W",390.719532768078,0.835801317932324,0.241639389574334,3.45887861827764,0.000545903528931777,0.0163828522208894,"76"
"YNL129W","chrXIV","YNL129W",155.31770189521,0.692619770450069,0.210561803639109,3.28938942619042,0.00100938461598297,0.0251332361586677,"76"
"YNL131W","chrXIV","YNL131W",1924.38365782972,0.788880780860598,0.18235233224659,4.3261348574024,1.5401602276911e-05,0.00115876298052273,"76"
"YNL134C","chrXIV","YNL134C",5504.93032513914,1.66206137219725,0.410403862726992,4.04981902741709,5.18523736194645e-05,0.00284290609979025,"76"
"YNL137C","chrXIV","YNL137C",1298.81950289621,1.20557087624335,0.390029340695684,3.09097483305489,0.00200343110702035,0.0427848845401874,"76"
"YNL138W","chrXIV","YNL138W",1742.63579827138,0.764960887356083,0.269725526900251,2.83607152851713,0.00458131521669231,0.0757178532335639,"76"
"YNL141W","chrXIV","YNL141W",295.90966481882,0.825387010188618,0.257876245731784,3.20070973519251,0.001377478941995,0.0319283940132336,"76"
"YNL151C","chrXIV","YNL151C",266.09008691492,0.524890496527023,0.15327468371975,3.4245087563628,0.00061971262790497,0.0176855505025357,"76"
"YNL152W","chrXIV","YNL152W",236.132860124848,0.671851121968945,0.223503416786906,3.00599933382453,0.00265719004784603,0.0524266354768792,"76"
"YNL154C","chrXIV","YNL154C",1743.53396039893,0.607510655909392,0.165901164686365,3.66188300762016,0.000252353877921452,0.00893740255843551,"76"
"YNL159C","chrXIV","YNL159C",434.761224087734,0.655767650107661,0.174608479523705,3.75564607112127,0.00017440314942457,0.00662964505345932,"76"
"YNL161W","chrXIV","YNL161W",872.771831034506,0.733784653281767,0.130510420462531,5.62242195436365,1.96108111686329e-08,4.86177588189326e-06,"76"
"YNL165W","chrXIV","YNL165W",309.737143553933,0.458318382579392,0.155708369516236,2.94344089533095,0.00325732110469801,0.0591693602846741,"76"
"YNL166C","chrXIV","YNL166C",287.112187141693,0.701824463160083,0.250197841579513,2.80507800838499,0.00504535865439235,0.0814975497091931,"76"
"YNL167C","chrXIV","YNL167C",664.3298136628,0.87424766450188,0.243787797787751,3.58610099617466,0.000338120026275213,0.011475954701317,"76"
