"","GenAll$TXCHROM","genesGC_1$GENEID.x","genesGC_1$TXCHROM.x","GENEID","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","Sample.x","genesGC_1$GENEID.y","genesGC_1$TXCHROM.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y","Sample.y"
"1","chrI","YAL003W","chrI","YAL003W",3056.19283780254,0.75415143421621,0.209650813705603,3.59717866526008,0.000321687530067903,0.00353988122226361,"18","YAL003W","chrI",3287.55823541127,0.416297309048976,0.156841737259942,2.65425081564242,0.00794847215508679,0.0737657013802073,"77"
"2","chrI","YAL054C","chrI","YAL054C",30838.4138379519,-2.01118013876005,0.351045494146189,-5.72911537762829,1.00955714448483e-08,4.79762996980846e-07,"18","YAL054C","chrI",33405.3397517695,-0.708903054622786,0.227951437250485,-3.10988631251228,0.00187159364991084,0.0276435637911539,"77"
"3","chrI","YAL061W","chrI","YAL061W",2901.48479380705,-0.748797705403157,0.290140986293109,-2.58080636924112,0.00985698509984275,0.0540674259307003,"18","YAL061W","chrI",2841.55552024022,-0.611221361948204,0.208187842164494,-2.93591285443682,0.00332567736233857,0.041290132051968,"77"
"4","chrI","YAL062W","chrI","YAL062W",9801.6940833672,-2.74870355604271,0.797325661497187,-3.44740385112064,0.000566001828538228,0.0055871871677395,"18","YAL062W","chrI",11017.0632445436,-2.12111583598609,0.238284348519807,-8.90161627971875,5.50392599817233e-19,5.12507242529813e-16,"77"
"5","chrII","YBL029C-A","chrII","YBL029C-A",1267.69959423127,-0.989027302695284,0.306881092810289,-3.22283557334271,0.00126928392161941,0.0107170670740507,"18","YBL029C-A","chrII",1528.59790371448,-0.678571770049332,0.254423391496621,-2.66709662998241,0.00765096703948295,0.071721397398643,"77"
"6","chrII","YBL048W","chrII","YBL048W",600.654755748218,-1.33565024966944,0.363179578173265,-3.67765791344202,0.000235385351425755,0.00269508264854626,"18","YBL048W","chrII",715.719097605123,-0.830889760500005,0.296976007413673,-2.79783463902058,0.00514464438312123,0.0557037367606556,"77"
"7","chrII","YBL049W","chrII","YBL049W",1218.160607393,-1.51541024983124,0.327272690643595,-4.63042072606525,3.64923478183042e-06,8.26851931579299e-05,"18","YBL049W","chrII",1690.56649431483,-0.69037543036212,0.259566039617355,-2.65972941367774,0.00782034508517606,0.0729420166792632,"77"
"8","chrII","YBL075C","chrII","YBL075C",1326.72686984703,-1.85756874323533,0.48255979122842,-3.84940638859827,0.000118404423167311,0.00154328095244772,"18","YBL075C","chrII",1566.96988165156,-1.5220616947478,0.346619079839446,-4.39116535492744,1.1274475601832e-05,0.000512820113564629,"77"
"9","chrII","YBR004C","chrII","YBR004C",750.953014225284,1.52512246136384,0.239699855345924,6.36263404983226,1.98322819641811e-10,1.29877261155674e-08,"18","YBR004C","chrII",703.667236313483,0.79097251309266,0.168114623399152,4.70495961088801,2.53916217651498e-06,0.000157625545335436,"77"
"10","chrII","YBR026C","chrII","YBR026C",8164.9773946166,-2.51787055176634,0.319423562286063,-7.88254483716337,3.20779851463457e-15,4.65564270907774e-13,"18","YBR026C","chrII",9361.24280102978,-0.784260539108061,0.28283243678328,-2.77288046600186,0.00555625260563886,0.0580238940330922,"77"
"11","chrII","YBR041W","chrII","YBR041W",453.847774392551,0.874850910147421,0.310562266631769,2.81699035634848,0.00484759811967523,0.0315152565407458,"18","YBR041W","chrII",504.719948905349,0.656302315781595,0.210378038508741,3.11963321092722,0.0018107636365787,0.0273425309123383,"77"
"12","chrII","YBR043C","chrII","YBR043C",2755.7026275144,-1.1691246787813,0.290144925430056,-4.02945072035434,5.59073340039092e-05,0.000855334426213653,"18","YBR043C","chrII",3007.27772757462,-0.718286212425555,0.233516952014708,-3.07594890318847,0.00209833800946429,0.0297548590326827,"77"
"13","chrII","YBR050C","chrII","YBR050C",1637.21732016331,-0.5405316571875,0.203871467657084,-2.65133548798837,0.0080174160135138,0.0472596311663766,"18","YBR050C","chrII",1865.69830125836,-0.597314795244056,0.166039875982558,-3.59741773901832,0.000321392092099672,0.00715385505402737,"77"
"14","chrII","YBR054W","chrII","YBR054W",6572.94547130821,-2.77594783150079,0.37747704305763,-7.35395140593221,1.92431715814745e-13,2.06671662785036e-11,"18","YBR054W","chrII",8783.77401460625,-1.37200066364206,0.371137874255227,-3.69674118114541,0.00021838478436668,0.00522353005671942,"77"
"15","chrII","YBR067C","chrII","YBR067C",9574.97124786686,-4.83852763635373,0.316584456155651,-15.2835287465119,9.84615686687089e-53,1.76246207916989e-49,"18","YBR067C","chrII",10425.2352046935,-2.29948412124361,0.196640728338103,-11.6938344394753,1.37055958957956e-31,7.65731642698102e-28,"77"
"16","chrII","YBR117C","chrII","YBR117C",1096.07736921215,-4.45679030010025,0.814763479541547,-5.47004181214407,4.4992942115443e-08,1.75081231275311e-06,"18","YBR117C","chrII",1247.86656190174,-3.22128820845219,0.336852652990652,-9.56289992034467,1.14502451413081e-21,2.13241732014961e-18,"77"
"17","chrII","YBR147W","chrII","YBR147W",1348.89630458426,-1.24309971624888,0.282508070082013,-4.40022727806681,1.08137557293131e-05,0.000209638513597153,"18","YBR147W","chrII",1685.9056999361,-0.870294465828455,0.215879839169092,-4.03138370483397,5.54494319542547e-05,0.00180113939725826,"77"
"18","chrII","YBR169C","chrII","YBR169C",686.003750036281,-0.992280908291126,0.30949011606131,-3.20617963804232,0.0013450998842116,0.0111987385708779,"18","YBR169C","chrII",754.093418846478,-0.809647379222181,0.206573746699608,-3.91941082619536,8.87656959706365e-05,0.00254748913023777,"77"
"19","chrII","YBR182C","chrII","YBR182C",186.70877869649,2.03914154272509,0.330554378005057,6.16885353336296,6.87869073551741e-10,4.15040103929534e-08,"18","YBR182C","chrII",188.048344291647,0.745824843324277,0.25275273242157,2.95080823134408,0.00316943631072647,0.039703230197374,"77"
"20","chrII","YBR185C","chrII","YBR185C",804.890341362956,1.12458788772074,0.253705039118818,4.43265885307885,9.30780780990719e-06,0.000184438848484139,"18","YBR185C","chrII",869.496666938583,0.410892283715888,0.161416488700848,2.54554096067219,0.0109108562265533,0.0904435515396932,"77"
"21","chrII","YBR201C-A","chrII","YBR201C-A",573.755319529606,-1.91693475138535,0.398241214453305,-4.81350167138493,1.48308360367297e-06,3.96212236308362e-05,"18","YBR201C-A","chrII",802.081250062137,-0.919851085257227,0.311576971609443,-2.95224348739818,0.00315474060377279,0.0396079455129856,"77"
"22","chrII","YBR230C","chrII","YBR230C",12012.6409012661,-1.25562639924548,0.213365093092263,-5.88487264269851,3.98360624309413e-09,2.07688985683646e-07,"18","YBR230C","chrII",15537.192051545,-0.427462529155798,0.167745680288025,-2.54827741866037,0.0108256344659696,0.0903202088107326,"77"
"23","chrII","YBR241C","chrII","YBR241C",1226.74972694998,-1.38273341939939,0.40221624269213,-3.4377861275428,0.000586490727419114,0.00575768776277996,"18","YBR241C","chrII",1487.99203462513,-1.15136577057434,0.257328002307512,-4.47431200743726,7.66577368650302e-06,0.000396561829504559,"77"
"24","chrII","YBR256C","chrII","YBR256C",3571.62080448973,-0.941217496133415,0.269754409041272,-3.48916445695392,0.000484532948622143,0.00496685159431593,"18","YBR256C","chrII",4778.73865358896,-0.605507749639278,0.196834158516589,-3.07623307967781,0.00209633903102733,0.0297548590326827,"77"
"25","chrII","YBR269C","chrII","YBR269C",1845.2830582106,-1.02077769054906,0.242170823184933,-4.21511426159518,2.49651759520245e-05,0.000425596809086893,"18","YBR269C","chrII",2093.44673878516,-0.681985599639054,0.154711735497461,-4.408105160518,1.04278913819623e-05,0.000489585118916163,"77"
