"genesNoAneu$GENEID" "genesNoAneu$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"YAL014C" "YAL014C" "chrI" "YAL014C" 404.464486683731 0.546556717355663 0.19937591688619 2.74133769961621 0.00613566153258437 0.0898414980930591 "1"
"YAL039C" "YAL039C" "chrI" "YAL039C" 1392.64925190379 1.1095099752619 0.354026020001154 3.13397861337505 0.00173219709232516 0.0541266947096655 "1"
"YAL041W" "YAL041W" "chrI" "YAL041W" 468.469240936869 0.333980221671494 0.12158279742612 2.74693648066815 0.00603202017731336 0.0894186550203838 "1"
"YAR015W" "YAR015W" "chrI" "YAR015W" 1539.35046928065 -0.956642470238856 0.357766491802155 -2.67392976189587 0.00751553021663285 0.0955809192410327 "1"
"YBL008W" "YBL008W" "chrII" "YBL008W" 208.791471878066 0.704727664875387 0.232415997154873 3.03218226586092 0.00243748246438051 0.0642094088155382 "1"
"YBL043W" "YBL043W" "chrII" "YBL043W" 3930.06538476453 1.04243377356729 0.328469476788721 3.17360926122767 0.00151256901531459 0.0523953906904975 "1"
"YBL061C" "YBL061C" "chrII" "YBL061C" 406.157576028845 0.80189480898626 0.269386810028156 2.97674117341694 0.00292401794549032 0.0718033017078987 "1"
"YBL086C" "YBL086C" "chrII" "YBL086C" 1051.32565676318 0.938946588693865 0.347163523703947 2.70462339670967 0.00685597049121221 0.0925642821814194 "1"
"YBL097W" "YBL097W" "chrII" "YBL097W" 103.473329074525 -0.868088690203577 0.295721859038969 -2.93549044032346 0.00334185448879469 0.0773218393552421 "1"
"YBL098W" "YBL098W" "chrII" "YBL098W" 1372.4659468645 -0.905031264915802 0.318989298261229 -2.83718378594208 0.00456540509085863 0.0834287000264996 "1"
"YBR003W" "YBR003W" "chrII" "YBR003W" 837.152928327265 0.842636634635811 0.299696508200171 2.8116331407939 0.00494381012723544 0.0846592570375741 "1"
"YBR008C" "YBR008C" "chrII" "YBR008C" 311.267543068091 0.579490753550463 0.214856321385834 2.69710823406414 0.00701246277180075 0.0929778649042269 "1"
"YBR024W" "YBR024W" "chrII" "YBR024W" 809.792033052251 0.762076606265264 0.275052558795755 2.77065812294863 0.00561018059688197 0.0887961221365496 "1"
"YBR026C" "YBR026C" "chrII" "YBR026C" 7109.10306699872 -1.52046495360694 0.540038918617205 -2.8154729246184 0.00488518859221874 0.0843262358676802 "1"
"YBR037C" "YBR037C" "chrII" "YBR037C" 699.503455306662 1.10674635749796 0.329418141601379 3.35970068957891 0.000784753829264721 0.0442538878678234 "1"
"YBR104W" "YBR104W" "chrII" "YBR104W" 491.135491019084 0.815943721663105 0.2636181562663 3.0951727044129 0.00197533211952957 0.0581284626630497 "1"
"YBR105C" "YBR105C" "chrII" "YBR105C" 830.827412944572 2.17820474126445 0.62833837104424 3.46661105169254 0.000530468040969438 0.0392158202970333 "1"
"YBR107C" "YBR107C" "chrII" "YBR107C" 137.10106937672 0.728055991358257 0.205674961409496 3.5398377438307 0.00040316917232168 0.0392158202970333 "1"
"YBR114W" "YBR114W" "chrII" "YBR114W" 407.234513657138 1.51468829820791 0.518665457553317 2.92035699726969 0.00350830491371649 0.0787679421738865 "1"
"YBR117C" "YBR117C" "chrII" "YBR117C" 1625.74403189178 -2.92216122299443 0.873990681993426 -3.3434695394343 0.000832047946895215 0.044689248876778 "1"
"YBR146W" "YBR146W" "chrII" "YBR146W" 1277.4834921061 1.04734580894789 0.363486775239119 2.88138628498629 0.00397224099856992 0.0805264141469109 "1"
"YBR161W" "YBR161W" "chrII" "YBR161W" 185.772029032888 0.758678313229338 0.266630740243467 2.8454270221677 0.00444904249571798 0.0832410358303778 "1"
"YBR167C" "YBR167C" "chrII" "YBR167C" 321.341571185968 -1.00200721214824 0.371707630457651 -2.69568642138058 0.00704242835607012 0.0929778649042269 "1"
"YBR179C" "YBR179C" "chrII" "YBR179C" 1331.97670375316 0.729570535410889 0.259422241380726 2.81228984657556 0.00493373938290372 0.0846592570375741 "1"
"YBR183W" "YBR183W" "chrII" "YBR183W" 877.934201959936 1.34585352285076 0.425299635298836 3.1644831341205 0.00156074060241766 0.052562275176977 "1"
"YBR192W" "YBR192W" "chrII" "YBR192W" 325.75300795651 0.759390664793371 0.246704293844075 3.07814125551187 0.0020916253786232 0.0595278546723655 "1"
"YBR195C" "YBR195C" "chrII" "YBR195C" 106.423762421809 0.83455993108777 0.300377146251393 2.77837359300732 0.00547882828425044 0.0886001522286081 "1"
"YBR251W" "YBR251W" "chrII" "YBR251W" 820.332281634779 0.935746341244076 0.333251556400729 2.8079278949229 0.00500098023581828 0.085157140981827 "1"
"YBR265W" "YBR265W" "chrII" "YBR265W" 669.7702386137 -0.827386336988203 0.292394249512538 -2.82969428560093 0.00467351109782098 0.0838190067307419 "1"
"YBR282W" "YBR282W" "chrII" "YBR282W" 487.437941251059 1.22947526204738 0.390554185696812 3.14802735977287 0.00165118826922879 0.0539057523122708 "1"
"YBR285W" "YBR285W" "chrII" "YBR285W" 674.983341124409 -1.60135876085594 0.521600202649661 -3.07008845610343 0.00214876955937923 0.0603048197636894 "1"
"YBR297W" "YBR297W" "chrII" "YBR297W" 1694.02714659362 0.837173522358937 0.189252729010991 4.42357437450912 9.86614148999422e-06 0.00687360211860995 "1"
"YBR298C" "YBR298C" "chrII" "YBR298C" 4047.20557331978 1.15919348984846 0.347780522755563 3.33311791202061 0.000863577333824229 0.0447436392960895 "1"
"YBR298C-A" "YBR298C-A" "chrII" "YBR298C-A" 11.1256301876467 2.47746484890418 0.850071818672379 2.91441828147347 0.00357566010514702 0.0789045091998908 "1"
"YBR299W" "YBR299W" "chrII" "YBR299W" 422.724245084324 1.29864207788664 0.272920288017621 4.75832004765728 1.99422508999211e-06 0.0040296641651774 "1"
"YCL017C" "YCL017C" "chrIII" "YCL017C" 1860.55886897341 0.39707556390483 0.13367056393569 2.97055351764556 0.00298349115894437 0.0729271105061321 "1"
