"","chr","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Sample"
"YAL003W","chrI","YAL003W",2389.65621790315,-0.448662525155698,0.381877642796229,-1.17488555200679,0.240083471295122,0.454198750411917,"11"
"YAL005C","chrI","YAL005C",8554.86358272845,-1.01349033807206,0.556218983016172,-1.82210670440672,0.0684846489354161,0.201318164393125,"11"
"YAL008W","chrI","YAL008W",873.84374766859,-0.380089664607656,0.231440664254739,-1.64227693448591,0.10058091621564,0.26061423681356,"11"
"YAL012W","chrI","YAL012W",847.003843737191,0.286201501223767,0.61156853268231,0.467979442906424,0.639814954429433,0.789803524018122,"11"
"YAL016C-A","chrI","YAL016C-A",1.83273155436453,-2.5768706158805,1.62545090133606,-1.58532663998796,0.112940702195629,0.280596971220284,"11"
"YAL018C","chrI","YAL018C",2.72426062640698,-1.9766415444603,1.44791187593178,-1.36516702246693,0.172247727078488,0.367058065770153,"11"
"YAL028W","chrI","YAL028W",205.742830589263,-0.410321678370266,0.386381597367509,-1.06195968225678,0.288293376091983,0.509984807142531,"11"
"YAL031W-A","chrI","YAL031W-A",8.19038320372553,-0.982667162635688,0.800443330072197,-1.2276536335771,0.219621400042417,0.429542571828875,"11"
"YAL033W","chrI","YAL033W",146.266937242796,-0.236032363700297,0.323702535325528,-0.729164396142073,0.465927334930838,0.670007626085704,"11"
"YAL034C","chrI","YAL034C",1796.70106980057,0.126763559322873,0.286719830135261,0.442116470503876,0.658419610649742,0.803622908793032,"11"
"YAL034C-B","chrI","YAL034C-B",11.5048241908877,-0.475690742056476,0.690554408120721,-0.68885338571804,0.490940080796682,0.690712694466338,"11"
"YAL037C-A","chrI","YAL037C-A",3.53735661329941,-2.39404555973227,1.08086917891736,-2.21492628935006,0.0267996108606673,0.103871595197897,"11"
"YAL037C-B","chrI","YAL037C-B",12.9003598559935,0.531146955675156,1.16272500582946,0.456812189479186,0.647821282606352,0.795398444701582,"11"
"YAL038W","chrI","YAL038W",1503.41122749712,-0.808100052633814,0.754122517207761,-1.07157661281076,0.283949960138938,0.506018637526352,"11"
"YAL040C","chrI","YAL040C",1059.1225917004,-0.735304842880516,0.478130550368633,-1.53787462924845,0.124127864086582,0.297195374044637,"11"
"YAL045C","chrI","YAL045C",1.10095229848053,-1.57298283551949,1.63091449842538,-0.964479031266312,0.334841635868728,0.551850438000661,"11"
"YAL053W","chrI","YAL053W",1775.9889149887,-0.288359872628826,0.284447849307738,-1.01375304236122,0.310738276456402,0.532130447348377,"11"
"YAL055W","chrI","YAL055W",176.574337752961,0.0586482804686314,0.314333033179503,0.186580073609826,0.851995704211466,0.927032776049656,"11"
"YAL056C-A","chrI","YAL056C-A",2.93038936175859,-0.879728482097092,1.03933548752811,-0.846433603637824,0.397342006630692,0.612255305331739,"11"
"YAL059W","chrI","YAL059W",57.2412778057495,-0.324669385925422,0.309686039846514,-1.04838237489276,0.294501384245468,0.51588877443677,"11"
"YAL062W","chrI","YAL062W",9081.10585387735,-1.25503710503554,0.938581513174986,-1.33716367456468,0.181215928802177,0.379064527908816,"11"
"YAL063C-A","chrI","YAL063C-A",4.1190591761755,0.249247450684006,0.837398938178639,0.297644813386227,0.765983763913408,0.875450476707836,"11"
"YAL064C-A","chrI","YAL064C-A",2.60029231595677,1.26302715506421,1.17140415931065,1.07821638247169,0.280977145772298,0.502580068341958,"11"
"YAL064W","chrI","YAL064W",0.452390703232781,-0.911080000347958,3.54507134907249,-0.256999058872631,0.797187620222492,0.895062453362777,"11"
"YAL064W-B","chrI","YAL064W-B",5.12760863982404,-0.986017266427556,0.779467392089932,-1.2649884734547,0.205920731787355,0.41057145887495,"11"
"YAL065C","chrI","YAL065C",24.562122691989,-0.058944778958578,0.412207192923054,-0.142997938829227,0.886296233950204,0.945876951914014,"11"
"YAL066W","chrI","YAL066W",4.48669075778854,0.886732444952285,0.786913926071086,1.12684807775556,0.25984824658397,0.478659672342701,"11"
"YAL067C","chrI","YAL067C",198.348855688468,0.0408639938865418,0.387053223375093,0.105577195637874,0.915921071132618,0.959228300696463,"11"
"YAL067W-A","chrI","YAL067W-A",5.42532055327874,-0.740961039109311,1.23382912989663,-0.600537806374685,0.548168774964749,0.733371472292333,"11"
"YAL068C","chrI","YAL068C",10.4205594983256,0.571617784871471,0.761609006254757,0.750539686606944,0.452956852544651,0.657010619997896,"11"
"YAR019W-A","chrI","YAR019W-A",0.632567231262794,-0.439539597739443,2.32973445212152,-0.188665106162287,0.850361181617898,0.926821725099055,"11"
"YAR029W","chrI","YAR029W",63.5310214768949,0.14985599513847,0.350748264480934,0.427246576288094,0.669213868072064,0.812626229114417,"11"
"YAR030C","chrI","YAR030C",124.616325348971,0.101444334595589,0.265028230073619,0.382768034059655,0.701904259477673,0.833494454877252,"11"
"YAR031W","chrI","YAR031W",27.2865132016697,-0.090877794107926,0.453321148725876,-0.200471110521429,0.841118411085106,0.920689595855121,"11"
"YAR033W","chrI","YAR033W",87.7054567238584,-0.402790456101466,0.189092680655436,-2.13012187835778,0.0331989387316786,0.121703153459694,"11"
"YAR035C-A","chrI","YAR035C-A",61.6770191756976,-0.222023086095822,0.33159945743882,-0.669552018603,0.503167151581999,0.700738754467204,"11"
"YAR053W","chrI","YAR053W",3.53947532228024,-0.575092681326138,0.929755147180891,-0.618542078599806,0.53623970664026,0.725052531439726,"11"
"YAR064W","chrI","YAR064W",2.21784076406843,-0.660345642487963,1.64963961274404,-0.400296911753672,0.688950975088609,0.824447334107197,"11"
"YAR066W","chrI","YAR066W",5.13256568524616,-1.64299368226627,0.917438256260818,-1.79084932534052,0.0733639141779729,0.210652911030297,"11"
"YAR070C","chrI","YAR070C",1.14278221701787,-0.718154757651476,1.33495155130272,-0.5379631619969,0.590620868444453,0.762258498689688,"11"
"YAR071W","chrI","YAR071W",54.6013174413508,-0.205192577000353,0.252887658082909,-0.811398146338484,0.417166723249639,0.627368199610351,"11"
"YAR073W","chrI","YAR073W",1.52301647800947,-2.97578456257949,1.53435608102777,-1.93943544094811,0.052491479111862,0.167441859581801,"11"
