"genesNoAneu$GENEID" "genesNoAneu$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"Q00751" "Q0075" "chrM" "Q0075" 0.64081426248982 -10.0329034323418 4.42997774206118 -2.26477513353684 0.0235592128553144 0.0680893192480382 "2"
"YAL002W1" "YAL002W" "chrI" "YAL002W" 621.668282304953 0.708656188758764 0.249456059820677 2.84080566841385 0.00451394269031959 0.0199750849760599 "2"
"YAL005C1" "YAL005C" "chrI" "YAL005C" 8554.86358272845 1.4161723053842 0.556001537193077 2.54706544973529 0.0108861112458653 0.0382592039351558 "2"
"YAL008W1" "YAL008W" "chrI" "YAL008W" 873.84374766859 -0.899945813170122 0.231590936376362 -3.8859284704804 0.000102951192382422 0.0011635178634518 "2"
"YAL010C1" "YAL010C" "chrI" "YAL010C" 286.782154435731 -0.57877328690211 0.189784151088327 -3.04963972799154 0.00230037049266316 0.0118988789485377 "2"
"YAL012W1" "YAL012W" "chrI" "YAL012W" 847.003843737191 2.57594318225058 0.610348467038204 4.22044671423635 2.4713249881459e-05 0.000397846696550455 "2"
"YAL013W1" "YAL013W" "chrI" "YAL013W" 584.927542298621 0.771897589689357 0.290975710342887 2.65279046412414 0.0080023116374346 0.0306697399520277 "2"
"YAL014C1" "YAL014C" "chrI" "YAL014C" 404.464486683731 0.933426173308756 0.197684514681807 4.72179712614919 2.38664981536971e-06 7.52768834623242e-05 "2"
"YAL016W1" "YAL016W" "chrI" "YAL016W" 2700.48595915179 -0.358037204244813 0.133713708431357 -2.67764022436499 0.00743288224536893 0.0291007460676825 "2"
"YAL019W1" "YAL019W" "chrI" "YAL019W" 528.974895568924 0.57181927657233 0.170310089241403 3.35751850709099 0.000790963690013426 0.00543908512976975 "2"
"YAL022C1" "YAL022C" "chrI" "YAL022C" 304.344944322681 1.02721290221525 0.282961608836698 3.63022003740471 0.000285353484620881 0.00252007891703755 "2"
"YAL023C1" "YAL023C" "chrI" "YAL023C" 1503.82258562525 0.66009216253772 0.272599293379786 2.42147422450607 0.0154848455782679 0.0497543219152037 "2"
"YAL028W1" "YAL028W" "chrI" "YAL028W" 205.742830589263 0.882165835835444 0.380120703516587 2.32075187611282 0.0203309756267184 0.0611016486749506 "2"
"YAL029C1" "YAL029C" "chrI" "YAL029C" 577.93700209943 0.696582686767659 0.228420350135855 3.0495649199091 0.00230094265252902 0.0118988789485377 "2"
"YAL035W1" "YAL035W" "chrI" "YAL035W" 1543.91489235618 0.751891582161703 0.231036491310746 3.25442780876724 0.00114201290347969 0.00710969161058554 "2"
