"","GenAll$TXCHROM","chr.x","GENEID","baseMean.x","log2FoldChange.x","lfcSE.x","stat.x","pvalue.x","padj.x","Sample.x","chr.y","baseMean.y","log2FoldChange.y","lfcSE.y","stat.y","pvalue.y","padj.y","Sample.y"
"1","chrXII","chrXII","YLL005C",756.002840993236,0.464930245410183,0.36155871633271,1.28590523311392,0.198521865647212,0.472981926894842,"18","chrXII",756.002840993236,0.241796955876698,0.341210891924208,0.708643720348787,0.478570968016816,0.761243035454719,"77"
"2","chrXII","chrXII","YLL006W",639.510640705881,0.545242446640875,0.286604385773178,1.9024218529314,0.0571601044920401,0.234723801583761,"18","chrXII",639.510640705881,0.476515523901656,0.270253596539743,1.76321621618671,0.0779109298738467,0.356676992199372,"77"
"3","chrXII","chrXII","YLL007C",391.653112798116,0.426023220231462,0.24088601989682,1.76856764213192,0.077012869041885,0.281433252058352,"18","chrXII",391.653112798116,0.210663215782816,0.227069210159162,0.927748925691658,0.353572212494308,0.677419327478033,"77"
"4","chrXII","chrXII","YLL008W",389.015911426302,0.382100149448519,0.235239550623985,1.62430232686204,0.104359705311577,0.335834743964628,"18","chrXII",389.015911426302,0.569868682009145,0.220573754220356,2.58357429705729,0.00979983242728612,0.122235769905779,"77"
"5","chrXII","chrXII","YLL012W",322.535870293501,0.75909303562942,0.428218952501609,1.77267500934949,0.0763293217046394,0.279968413314177,"18","chrXII",322.535870293501,0.780754308938967,0.40310816895558,1.93683574054536,0.0528086342120111,0.300587737646208,"77"
"6","chrXII","chrXII","YLL015W",1617.84223956353,0.2872961970663,0.159917630639027,1.79652609858132,0.0724572211079047,0.272149688889488,"18","chrXII",1617.84223956353,0.401731364939774,0.150533105025616,2.66872436379634,0.00763286609890752,0.106860125384705,"77"
"7","chrXII","chrXII","YLL016W",756.131561100126,0.177709214541887,0.259368743659172,0.685160486320621,0.493267045903768,0.745609968649247,"18","chrXII",756.131561100126,0.112806571972094,0.244477181160676,0.461419636125284,0.644512980192466,0.854106252982354,"77"
"8","chrXII","chrXII","YLL017W",80.0249255496852,0.220511686393999,0.343594008768223,0.641779777198469,0.52103877450222,0.768131771993195,"18","chrXII",80.0249255496852,-0.0171711097879546,0.322045129252458,-0.0533189551036301,0.957479413460195,0.985439763055298,"77"
"9","chrXII","chrXII","YLL018C",3909.79404351741,0.35708772882706,0.345859521075671,1.0324646484112,0.301892848171621,0.587568720548894,"18","chrXII",3909.79404351741,0.102138880227005,0.326402191347777,0.312923390021538,0.754348889038652,0.905579876960134,"77"
"10","chrXII","chrXII","YLL018C-A",338.542992868575,0.0237815687688387,0.308740587686759,0.077027672153578,0.93860389791073,0.97725326115044,"18","chrXII",338.542992868575,0.340361249256965,0.289675171954813,1.17497556645986,0.240047458411572,0.572900666492499,"77"
"11","chrXII","chrXII","YLL019C",2240.27562151448,0.530592534753262,0.25129454410551,2.11143674703293,0.0347727934423996,0.176296875968207,"18","chrXII",2240.27562151448,0.217878980526481,0.237127025796058,0.918828125115812,0.358219515470604,0.680426790946291,"77"
"12","chrXII","chrXII","YLL022C",577.160206919953,0.119935154101989,0.366376713230241,0.327354741092997,0.74341011769712,0.894561142032459,"18","chrXII",577.160206919953,0.386853448670378,0.345140583720539,1.1208576067763,0.262389817440643,0.597481079338682,"77"
"13","chrXII","chrXII","YLL023C",1707.93930443372,-0.0516913020760195,0.216928275585072,-0.23828752584975,0.811665594269912,0.92188788845348,"18","chrXII",1707.93930443372,0.0386805026023342,0.204422906772,0.189218044167016,0.849927823705251,0.94867657287815,"77"
"14","chrXII","chrXII","YLL024C",3642.79670972966,0.871344128328334,0.629961300345324,1.38317088343473,0.166659901501897,0.431312340907784,"18","chrXII",3642.79670972966,0.742841116166351,0.594531038238944,1.24945725014915,0.211542793098525,0.541774717047506,"77"
"15","chrXII","chrXII","YLL026W",13636.9979652251,1.44756615051103,0.606455008958968,2.38693081782918,0.0170180620826235,0.116499222229204,"18","chrXII",13636.9979652251,0.764302606822685,0.572414785564531,1.33522513061732,0.181849353006405,0.512470306001288,"77"
"16","chrXII","chrXII","YLL033W",174.809868674099,0.449371049552501,0.245745331268857,1.82860462590383,0.067504582213108,0.260801188238159,"18","chrXII",174.809868674099,0.463089432598471,0.230229527387829,2.01142502376936,0.0443217126475179,0.277744211124559,"77"
"17","chrXII","chrXII","YLL034C",168.980290427111,0.531177487813583,0.397169723841812,1.33740679595493,0.181136604012861,0.450533190710746,"18","chrXII",168.980290427111,0.530396186556525,0.372592676787424,1.42352821083258,0.154631005978026,0.481164697996755,"77"
"18","chrXII","chrXII","YLL040C",1963.47770296694,0.501033727610684,0.300642732103349,1.66654195864096,0.0956536172985658,0.318262971194146,"18","chrXII",1963.47770296694,0.159726902081913,0.283702293563499,0.563008850142282,0.573448243336601,0.815254045756678,"77"
"19","chrXII","chrXII","YLL041C",28713.762764473,-0.0385398302341994,0.279077736845929,-0.138097114695595,0.890167936499775,0.956487862329414,"18","chrXII",28713.762764473,0.393952360848983,0.26339376608672,1.49567837804968,0.134785953427564,0.45467688662293,"77"
"20","chrXII","chrXII","YLL043W",791.397434574466,0.405300772075538,0.19167583316995,2.11451159685936,0.0345094983810753,0.175261059299444,"18","chrXII",791.397434574466,0.470238501307223,0.180220354730557,2.60924190283759,0.00909506248857716,0.115828295810409,"77"
"21","chrXII","chrXII","YLL048C",2531.53084142066,0.224808961730717,0.221315418549312,1.01578535831035,0.309769353680794,0.594717124255663,"18","chrXII",2531.53084142066,0.0049986452901611,0.208782521404983,0.0239418762477011,0.980899705110336,0.992581663162751,"77"
"22","chrXII","chrXII","YLL056C",723.806215572436,0.646929091679421,0.638950668859596,1.01248675869464,0.311342997678059,0.595797955684482,"18","chrXII",723.806215572436,1.06962852381622,0.602520347322694,1.77525709889986,0.0759021500880314,0.352386774221469,"77"
"23","chrXII","chrXII","YLL057C",143.907557594982,0.115344278669069,0.420622281021695,0.274222940327595,0.783921999107232,0.911063747134003,"18","chrXII",143.907557594982,0.624133385753281,0.393254378753373,1.58709837569209,0.112538923997914,0.417765436175968,"77"
"24","chrXII","chrXII","YLL059C",48.356468830671,0.784177454392796,0.336284081459272,2.33188990388702,0.0197368222250965,0.126375212997331,"18","chrXII",48.356468830671,0.792864237688696,0.311304754958149,2.54690692981958,0.0108910523954658,0.129447763819606,"77"
"25","chrXII","chrXII","YLL060C",584.03508767822,0.271347252892796,0.326019417619805,0.83230396175124,0.405267920495607,0.680189015299928,"18","chrXII",584.03508767822,0.573092552123164,0.306692678520704,1.86862156242988,0.0617203540323087,0.316538736162314,"77"
"26","chrXII","chrXII","YLL061W",1051.09016537792,0.706135727153409,0.502010156925074,1.40661641485234,0.159588889385839,0.420708598372074,"18","chrXII",1051.09016537792,0.127164711695199,0.473739417875767,0.268427550878924,0.788378738823493,0.919952245379791,"77"
"27","chrXII","chrXII","YLL062C",388.556581389464,0.766826831958208,0.486533189672257,1.57610384704642,0.115050455349453,0.356986843700495,"18","chrXII",388.556581389464,0.336208498637517,0.459109126050789,0.732306285282432,0.464008002967646,0.751486797980298,"77"
