"genesNoAneu$GENEID" "genesNoAneu$TXCHROM" "GENEID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "Sample"
"Q00559" "Q0055" "chrM" "Q0055" 179.051328399297 5.74316867966358 1.31476229992307 4.368218255117 1.27206900025248e-05 0.000981640779155872 "18"
"Q00859" "Q0085" "chrM" "Q0085" 8.05225941177056 4.37712213971746 1.53071748392872 2.85952318809555 0.00425627289690878 0.0508868683167645 "18"
"Q01309" "Q0130" "chrM" "Q0130" 24.4109138752295 5.0074841951022 1.37238749075903 3.64873931657065 0.000265592342390222 0.00839948816880703 "18"
"Q02759" "Q0275" "chrM" "Q0275" 55.2332541457692 4.58001736365291 1.37429410808004 3.33263261242633 0.000865082326523212 0.0181636720289785 "18"
"YAL002W9" "YAL002W" "chrI" "YAL002W" 621.668282304953 0.797407252144795 0.256673551087452 3.10669817270385 0.00190003507132453 0.0311019514981002 "18"
"YAL007C9" "YAL007C" "chrI" "YAL007C" 680.504097115147 0.741672643350956 0.176123550758948 4.21109295239028 2.57563014697868e-05 0.00171959486891543 "18"
"YAL011W9" "YAL011W" "chrI" "YAL011W" 192.146848240512 0.587354594293524 0.225741179946193 2.60189387879307 0.00929204705052764 0.0800593828741346 "18"
"YAL012W9" "YAL012W" "chrI" "YAL012W" 847.003843737191 1.94234360632203 0.628371477654773 3.09107538357933 0.00200275379214468 0.03251465309542 "18"
"YAL014C9" "YAL014C" "chrI" "YAL014C" 404.464486683731 1.01652413703125 0.204457164928248 4.971819585721 6.80247262598561e-07 0.000130861705006443 "18"
"YAL015C9" "YAL015C" "chrI" "YAL015C" 445.419883135262 0.716732990036916 0.174055856777649 4.11783322495444 3.87182740113105e-05 0.00221215369399238 "18"
"YAL019W9" "YAL019W" "chrI" "YAL019W" 528.974895568924 1.0613678296568 0.174989756240158 6.06531406444255 1.39080328179012e-09 1.1805933000567e-06 "18"
"YAL022C9" "YAL022C" "chrI" "YAL022C" 304.344944322681 0.824704444944336 0.293452879649961 2.81034708511999 0.00496358599096181 0.0563931700923424 "18"
"YAL023C9" "YAL023C" "chrI" "YAL023C" 1503.82258562525 0.971342317991609 0.280449202795658 3.46352319175374 0.000536582586084057 0.0133965282626532 "18"
"YAL024C9" "YAL024C" "chrI" "YAL024C" 224.11926052391 0.952627056877931 0.257687315290729 3.6968333338533 0.000220099965339899 0.00719921018056333 "18"
"YAL026C9" "YAL026C" "chrI" "YAL026C" 418.888665908676 0.731379184816627 0.202482258686073 3.61206551903666 0.000306056108085432 0.00884840551423145 "18"
"YAL028W9" "YAL028W" "chrI" "YAL028W" 205.742830589263 1.09808752810758 0.391663193198299 2.80365259533494 0.00506768851235281 0.0568588213066639 "18"
"YAL029C9" "YAL029C" "chrI" "YAL029C" 577.93700209943 0.887538566683853 0.234971846599604 3.77721237470731 0.000160007224183833 0.00590535978944308 "18"
"YAL031C9" "YAL031C" "chrI" "YAL031C" 357.287225535549 0.580237239757652 0.171433802016915 3.38461396137268 0.000716994790567479 0.0161378145664847 "18"
"YAL034W-A9" "YAL034W-A" "chrI" "YAL034W-A" 207.743707857199 0.540677632127679 0.166947516507621 3.23860841681342 0.00120716818914693 0.0229903633971509 "18"
"YAL035W9" "YAL035W" "chrI" "YAL035W" 1543.91489235618 0.918121695339273 0.237665516495725 3.86308333188835 0.000113051414006184 0.00471138884394191 "18"
"YAL039C9" "YAL039C" "chrI" "YAL039C" 1392.64925190379 1.30561316372674 0.364959532588139 3.57741899346451 0.0003495248840791 0.00957086111151159 "18"
"YAL041W9" "YAL041W" "chrI" "YAL041W" 468.469240936869 1.08197807027539 0.12290997519873 8.80301268083378 1.68415389507881e-18 5.00362122227914e-15 "18"
"YAL043C9" "YAL043C" "chrI" "YAL043C" 573.118860008559 0.76166471084918 0.190745363331242 3.99309685723001 6.59335312630902e-05 0.00310934160924827 "18"
"YAL046C9" "YAL046C" "chrI" "YAL046C" 518.866882823429 0.704003569447883 0.279583141278138 2.51804728364333 0.0118245358929614 0.092815577643298 "18"
"YAL047C9" "YAL047C" "chrI" "YAL047C" 246.272691505735 0.705512384855712 0.157097604597251 4.49091752012657 7.21404934987129e-06 0.000669650103023277 "18"
"YAL048C9" "YAL048C" "chrI" "YAL048C" 320.512451377327 0.743213399241322 0.198397591918583 3.74608074651591 0.000181170715082251 0.00648503848806467 "18"
"YAL051W9" "YAL051W" "chrI" "YAL051W" 631.088648236979 0.701065010120219 0.215986325271491 3.245876836133 0.00117681661228466 0.0225569171296627 "18"
"YAL053W9" "YAL053W" "chrI" "YAL053W" 1775.9889149887 1.03764132996132 0.292037582560779 3.55310888709114 0.000383403098398899 0.0103085122655487 "18"
"YAL056W9" "YAL056W" "chrI" "YAL056W" 1583.50775477132 0.43323978342231 0.133544652904708 3.24415672210741 0.00118393510008663 0.0226203934556744 "18"
"YAL058W9" "YAL058W" "chrI" "YAL058W" 172.283109653177 0.618878567958194 0.186277983036136 3.32233878567461 0.000897583817640396 0.0187797290296452 "18"
"YAR002W9" "YAR002W" "chrI" "YAR002W" 561.788799832302 0.773015164843483 0.122037402393711 6.33424794105023 2.54417198770499e-10 3.02349399018861e-07 "18"
"YAR003W9" "YAR003W" "chrI" "YAR003W" 426.367672668115 0.763772844908132 0.129764936763109 5.88581834168677 4.15789659765579e-09 3.08827769790884e-06 "18"
"YAR014C9" "YAR014C" "chrI" "YAR014C" 858.649523589037 0.549187638247989 0.136423814316281 4.02559949668882 5.74752716847678e-05 0.00286989970042765 "18"
