"","genes","chr","sampleMean","ancMean","sampleOverAnc"
"1","YAL001C","chrI",990.164708785257,876.609825597925,1.12953868399761
"2","YAL002W","chrI",541.722318619145,492.824612390785,1.0992192861293
"3","YAL003W","chrI",1367.55157860928,1833.69528870939,0.745789983226606
"4","YAL005C","chrI",4954.09366957788,5308.16895238027,0.933296154289962
"5","YAL007C","chrI",590.827937769655,620.892312618731,0.951578761343858
"6","YAL008W","chrI",907.009542892395,866.643119675618,1.04657790767656
"7","YAL009W","chrI",167.031390560943,195.537991617979,0.854214514421682
"8","YAL010C","chrI",273.660475031062,301.299156431868,0.908268308055965
"9","YAL011W","chrI",154.862408324614,159.644549559872,0.970045070449057
"10","YAL012W","chrI",350.258967846507,399.132750164863,0.877550057472936
"11","YAL013W","chrI",527.969416326584,447.710960383674,1.17926399629379
"12","YAL014C","chrI",291.219689221276,281.014416939933,1.03631583173729
"13","YAL015C","chrI",351.389746917065,369.980290398167,0.949752611251007
"14","YAL016C-B","chrI",25.0320122104114,14.8611195264605,1.6843961295003
"15","YAL016W","chrI",3146.79299195233,2419.75306701138,1.3004603795539
"16","YAL017W","chrI",1311.57907850228,1018.55884049798,1.28768120834437
"17","YAL019W","chrI",364.053018514305,418.268224736107,0.870381723938013
"18","YAL020C","chrI",113.23978418087,130.066880660567,0.87062735421779
"19","YAL021C","chrI",1336.54057048172,1160.4537317155,1.1517396462726
"20","YAL022C","chrI",200.21691079063,220.528885987661,0.907894264707943
"21","YAL023C","chrI",1407.43747975323,1217.32575299015,1.15617161330573
"22","YAL024C","chrI",207.779401773018,191.861426946038,1.08296599832679
"23","YAL025C","chrI",243.738775935332,472.505007601015,0.515843794276029
"24","YAL026C","chrI",344.997981521291,355.057695756601,0.971667381511408
"25","YAL027W","chrI",214.218954270293,203.73224738404,1.0514729848657
"26","YAL028W","chrI",143.734887732466,150.996692116056,0.951907526702585
"27","YAL029C","chrI",398.264745277246,475.862758313388,0.836931947960848
"28","YAL030W","chrI",613.042612791756,654.627614316866,0.936475332516326
"29","YAL031C","chrI",340.814497635957,302.066654939139,1.12827580291716
"30","YAL032C","chrI",292.004229379057,332.552959331059,0.878068353282533
"31","YAL033W","chrI",78.5169323441848,109.499038122321,0.717055909262634
"32","YAL034C","chrI",1941.04439168299,1293.49265525709,1.50062266205693
"33","YAL034W-A","chrI",190.103461921211,182.875524726051,1.03952380837178
"34","YAL035W","chrI",1150.67034316786,1237.08136439872,0.93014928223993
"35","YAL036C","chrI",217.492573196386,353.754357170855,0.614812422201041
"36","YAL037W","chrI",59.384737462908,89.1273525772392,0.666290827066184
"37","YAL038W","chrI",2179.54783897663,1057.82036474399,2.06041395270749
"38","YAL039C","chrI",607.890880664677,705.900283441186,0.861156872896093
"39","YAL040C","chrI",1576.48366518999,1073.90109940852,1.46799706794068
"40","YAL041W","chrI",364.452136073558,365.811234646208,0.99628469974695
"41","YAL042W","chrI",875.003712235297,1022.15274009717,0.856040078855647
"42","YAL043C","chrI",606.182002649771,447.766803958897,1.35378951117023
"43","YAL044C","chrI",1845.2525294084,2432.58483851668,0.758556289668228
"44","YAL044W-A","chrI",172.181156929564,177.098083281138,0.972236140219714
"45","YAL046C","chrI",404.429325747197,390.302783724654,1.03619380289255
"46","YAL047C","chrI",217.612435334203,216.474911958025,1.00525475846549
"47","YAL048C","chrI",280.306823825877,259.24235892547,1.08125394703133
"48","YAL049C","chrI",2547.81500095495,2534.71647331057,1.0051676500241
"49","YAL051W","chrI",549.73994762834,489.909345798098,1.1221258633733
"50","YAL053W","chrI",1218.08175115688,1357.27936349984,0.897443653763341
"51","YAL054C","chrI",35029.5034508421,32091.7800460795,1.09154130436344
"52","YAL055W","chrI",140.380192228845,134.010787112395,1.04752904787514
"53","YAL056W","chrI",1351.5621602477,1302.7506135265,1.03746806657728
"54","YAL058W","chrI",134.013498049898,154.246249490669,0.868828243749327
"55","YAL059W","chrI",41.0860275897691,49.652605816757,0.827469715112176
"56","YAL060W","chrI",4657.16093483654,4237.02687846075,1.09915775104274
"57","YAL061W","chrI",2783.32858782552,2500.20710001464,1.11323921438717
"58","YAL062W","chrI",16718.0235076219,12080.505907162,1.38388438663902
"59","YAL063C","chrI",95.3625247330489,83.887204298897,1.13679464621642
"60","YAL067C","chrI",100.748859518345,178.797257222138,0.563481012425008
"61","YAR002C-A","chrI",1483.23189697151,1558.42588883023,0.95175003675333
"62","YAR002W","chrI",447.863071048819,488.007169472454,0.91773871177542
"63","YAR003W","chrI",317.612786797441,341.029177061571,0.931336108933862
"64","YAR007C","chrI",1512.0944745248,1106.12802272319,1.36701579153754
"65","YAR008W","chrI",261.022655531317,310.634853818305,0.840287727931501
"66","YAR014C","chrI",657.570684346153,794.773291556735,0.82736887529041
"67","YAR015W","chrI",1527.17012741038,1677.22011207628,0.910536498110465
"68","YAR018C","chrI",221.772806278372,294.014944044875,0.754290932383777
"69","YAR019C","chrI",349.035386203064,312.797810976422,1.11584983639599
"70","YAR020C","chrI",47.6121333660988,56.4322592130676,0.843704186754828
"71","YAR023C","chrI",273.415689424157,216.541394606469,1.26264860315068
"72","YAR027W","chrI",279.020956386489,302.664615090254,0.921881655387055
"73","YAR028W","chrI",94.6884513222942,231.54454413797,0.408942701175771
"74","YAR029W","chrI",28.2821394526125,51.1420378217585,0.553011586108128
"75","YAR030C","chrI",68.9717889028621,91.3025231736429,0.755420403570761
"76","YAR031W","chrI",36.1716686820551,15.3369739598312,2.35846189585975
"77","YAR033W","chrI",79.9704468849501,84.1361443378047,0.950488610030317
"78","YAR035W","chrI",2140.47070890962,1998.31906784235,1.07113560759882
"79","YAR042W","chrI",1457.34011812519,1184.61466794279,1.23022292190254
"80","YAR050W","chrI",112.002482849113,121.821776727296,0.919396234877086
"81","YAR071W","chrI",70.9321289474376,48.4526955834458,1.46394598057558
"82","YBL001C","chrII",2111.12325741413,2568.89709695524,0.821801410385928
"83","YBL002W","chrII",1943.70588515496,2000.65982881918,0.971532420032731
