"","GENE","CHRM","1","2","3","4","5","6","7","8","9","11","15","28","88","108","119","MAAnc"
"1","YAL001C","chrI",0.0952104231594228,0.106102312051991,0.0707693204644141,0.0964471091825433,0.0743344968092872,0.167845393344319,0.0836359228420129,0.0560822202097078,0.0138682602665595,0.0263153163911103,0.032428217681116,0.0166718696563696,0.0650251466472131,0.057101952184559,0.020312619100549,0.0123540299192142
"2","YAL002W","chrI",0.114202040613618,0.0796175789368767,0.0787756949322217,0.00435528366390577,0.0717355044012975,0.189270515182035,0.0805116196276911,0.0289753490135158,0.0394240832923444,0.131382692095627,0.0908202674115701,0.0206052191130917,0.0270277244195945,0.0044852976514171,0.0502742911950565,0.0188569792153883
"3","YAL003W","chrI",0.345796481896175,0.318623454458998,0.2677102754873,1.01784959628561,0.139029049796934,0.00360761294510595,0.162426129052625,0.184903900044628,0.0895583935728878,0.0955731762364344,0.0274892333453791,0.047815767750216,0.0896912140628155,0.117542245516701,0.203039978482483,0.0247819489257729
"4","YAL005C","chrI",0.312094021935795,0.256008454282559,0.143778722097413,0.991657310729213,0.046290759217051,0.00474582209076102,0.0492006930173156,0.104987568889771,0.144829602204312,0.214306426452414,0.0021880266485547,0.0643799330794709,0.0400952103006174,0.0879739569042593,0.156826676001706,0.199659793907837
"5","YAL007C","chrI",0.278913843430101,0.358258229651553,0.149858457821826,0.406316971740674,0.626074511330662,0.0327996962736402,0.39683965713502,0.235631393230228,0.0812771220714497,0.139041277063038,0.201909698064338,0.121699649219644,0.15622866561324,0.776426127442864,0.130001792803305,0.0134415265859782
"6","YAL008W","chrI",0.231845290628817,0.0824553222770938,0.150511187373323,0.160794789798771,0.0110386193508835,0.0025811564393055,0.0142760764832472,0.35648088428855,0.0397547990784528,0.0131154195414153,0.00874348756583164,0.00621521751260865,0.050129076126541,0.0458383749248717,0.0131218600645031,0.022672681779314
"7","YAL009W","chrI",0.0520040790018573,0.078488312431281,0.112042220366784,0.0264599369380654,0.0389035186837466,0.00389005610370491,0.0677408550209952,0.0819940138156448,0.0677161772898682,0.0620994423046226,0.0019695951268587,0.106429660636989,0.00217704334253933,0.0120447850755541,0.0282123767379204,0.129872475916003
"8","YAL010C","chrI",0.109295486395969,0.0427741567141272,0.180576016634583,0.443796197742969,0.0133835860803921,0.00273414249827503,0.0149692369004038,0.180801570662201,0.116320029202857,0.0338407353461557,0.00781225338184164,0.00946471281909258,0.0777837614834364,0.0941466048876158,0.0142214666201776,0.0369064423596083
"9","YAL011W","chrI",0.223399964185766,0.231910680962458,0.289052769025738,0.0518354924808137,0.368313411839405,0.638338315892365,0.060008409125798,0.174212974918739,0.0808897028099277,0.132045482035484,0.540882458000562,0.0935247388906429,0.00232046825234752,0.0159456962748975,0.149530523788048,0.136187406612285
